paper_id,conference,analysis_stratum,title,figures,tables,main_visuals,appendix_visuals,source_status,selected_repository,markdown,json,paper_url
icml-2026-9cf70f22a7ed,ICML,oral,Mind Your Margin and Boundary: Are Your Distilled Datasets Truly Robust?,7,10,10,7,repository_without_visual_source,https://github.com/SLGSP/CCR,visual_audits/icml-2026-9cf70f22a7ed.md,visual_audits/icml-2026-9cf70f22a7ed.json,https://openreview.net/forum?id=Y3K0pPyVcs
icml-2026-44fb3b3b59c9,ICML,oral,Minimax Optimal Strategy for Delayed Observations in Online Reinforcement Learning,3,2,4,1,repository_without_visual_source,https://github.com/sanowl/Minimax-Optimal-Strategy-for-Delayed-Observations-in-Online-Reinforcement-Learning,visual_audits/icml-2026-44fb3b3b59c9.md,visual_audits/icml-2026-44fb3b3b59c9.json,https://openreview.net/forum?id=fFupHW7Jqx
icml-2026-57d6cc1a187d,ICML,oral,Motion Attribution for Video Generation,9,7,7,9,partial_visual_source,https://research.nvidia.com/labs/sil/projects/MOTIVE/,visual_audits/icml-2026-57d6cc1a187d.md,visual_audits/icml-2026-57d6cc1a187d.json,https://openreview.net/forum?id=zAl9heLw4q
icml-2026-7c993813ec1f,ICML,oral,OMAC: A Holistic Optimization Framework for LLM-Based Multi-Agent Collaboration,8,20,8,20,exact_visual_source,https://github.com/xiwenchao/OMAC,visual_audits/icml-2026-7c993813ec1f.md,visual_audits/icml-2026-7c993813ec1f.json,https://openreview.net/forum?id=6C4YQcq8YX
icml-2026-dadc39271844,ICML,oral,OPUS: Towards Efficient and Principled Data Selection in Large Language Model Pre-training in Every Iteration,8,8,15,1,repository_without_visual_source,https://github.com/gszfwsb/OPUS,visual_audits/icml-2026-dadc39271844.md,visual_audits/icml-2026-dadc39271844.json,https://openreview.net/forum?id=lcLxGrk5N9
icml-2026-26bfc642d651,ICML,oral,PRISM: Gauge-Invariant Tangent-Space Differentially Private LoRA,20,8,9,19,repository_without_visual_source,https://github.com/osu-srml/PRISM-DP-LoRA,visual_audits/icml-2026-26bfc642d651.md,visual_audits/icml-2026-26bfc642d651.json,https://openreview.net/forum?id=SiCjKmArjQ
icml-2026-756c559690e6,ICML,oral,PhotoAgent: Exploratory Visual Aesthetic Planning with Large Vision Models,13,6,8,11,exact_visual_source,https://arxiv.org/abs/2602.22809,visual_audits/icml-2026-756c559690e6.md,visual_audits/icml-2026-756c559690e6.json,https://openreview.net/forum?id=Ws8swqL5ob
icml-2026-87a216e14f5b,ICML,oral,Privacy-Aware Video Anomaly Detection through Orthogonal Subspace Projection,6,29,14,21,partial_visual_source,https://github.com/Wenxiang-Diao/Privacy-Aware-VAD,visual_audits/icml-2026-87a216e14f5b.md,visual_audits/icml-2026-87a216e14f5b.json,https://openreview.net/forum?id=fjUUmUCy9m
icml-2026-422971fda9c0,ICML,oral,Procedural Pretraining: Warming Up Language Models with Abstract Data,23,14,9,28,partial_visual_source,https://github.com/zlshinnick/procedural-pretraining,visual_audits/icml-2026-422971fda9c0.md,visual_audits/icml-2026-422971fda9c0.json,https://openreview.net/forum?id=XFTTezxLdU
icml-2026-b4d312dbe2a3,ICML,oral,Protein Autoregressive Modeling via Multiscale Structure Generation,10,15,11,14,partial_visual_source,https://github.com/ByteDance-Seed/par-protein,visual_audits/icml-2026-b4d312dbe2a3.md,visual_audits/icml-2026-b4d312dbe2a3.json,https://openreview.net/forum?id=08tW615mgI
icml-2026-64951680e1b2,ICML,oral,Protein Fold Classification at Scale: Benchmarking and Pretraining,9,9,11,7,repository_without_visual_source,BorgwardtLab/TEDBench,visual_audits/icml-2026-64951680e1b2.md,visual_audits/icml-2026-64951680e1b2.json,https://openreview.net/forum?id=jPKqiaPTEd
icml-2026-dba55bc31703,ICML,oral,RAGEN-2: Reasoning Collapse in Agentic RL,14,9,21,2,partial_visual_source,https://github.com/RAGEN-AI/ragen-ai.github.io,visual_audits/icml-2026-dba55bc31703.md,visual_audits/icml-2026-dba55bc31703.json,https://openreview.net/forum?id=01caH9oj7C
icml-2026-ef7b30eeedea,ICML,oral,Rational Transductors,11,2,12,1,exact_visual_source,https://github.com/vimarsh244/hf-ICML-2026-agent-repro,visual_audits/icml-2026-ef7b30eeedea.md,visual_audits/icml-2026-ef7b30eeedea.json,https://openreview.net/forum?id=uEZpyELNuB
icml-2026-d6b2488d4518,ICML,oral,ReQAT: Achieving Full-Precision Reasoning Accuracy with 4-bit Floating-Point Quantization-Aware Training,11,17,14,14,partial_visual_source,https://github.com/aiha-lab/ReQAT,visual_audits/icml-2026-d6b2488d4518.md,visual_audits/icml-2026-d6b2488d4518.json,https://openreview.net/forum?id=aKY52fnzgc
icml-2026-500e61245eb4,ICML,oral,Revenue Guarantees of No-Swap-Regret Dynamics in First Price Auctions,10,0,3,7,partial_visual_source,https://github.com/MachineLearning-Nerd/icml26-auction-revenue,visual_audits/icml-2026-500e61245eb4.md,visual_audits/icml-2026-500e61245eb4.json,https://openreview.net/forum?id=n50Ipdt5d5
icml-2026-ec58c09ff7b3,ICML,oral,SVRG and Beyond via Posterior Correction,9,1,5,5,repository_without_visual_source,https://github.com/UKPLab/icml2026-svrg-and-beyond,visual_audits/icml-2026-ec58c09ff7b3.md,visual_audits/icml-2026-ec58c09ff7b3.json,https://openreview.net/forum?id=3NQSeJOfkz
icml-2026-93e4d45740d5,ICML,oral,Scalable Event Cloud Network for Event-based Classification,8,13,14,7,partial_visual_source,https://github.com/rhwxmx/SECNet_ICML,visual_audits/icml-2026-93e4d45740d5.md,visual_audits/icml-2026-93e4d45740d5.json,https://openreview.net/forum?id=yAAUcDLYMR
icml-2026-860833b2a4ca,ICML,oral,Simultaneous Speech-to-Speech Translation Without Aligned Data,14,6,11,9,exact_visual_source,https://github.com/kyutai-labs/hibiki-zero,visual_audits/icml-2026-860833b2a4ca.md,visual_audits/icml-2026-860833b2a4ca.json,https://openreview.net/forum?id=76XSBLdBdg
icml-2026-01423817c82b,ICML,oral,Skip a Layer or Loop It? Learning Program-of-Layers in LLMs,8,11,12,7,partial_visual_source,https://github.com/tianyi-lab/PoLar,visual_audits/icml-2026-01423817c82b.md,visual_audits/icml-2026-01423817c82b.json,https://openreview.net/forum?id=pl10b6EQAN
icml-2026-cbc92221e73f,ICML,oral,To Grok Grokking: Provable Grokking in Ridge Regression,7,0,4,3,exact_visual_source,https://github.com/MachineLearning-Nerd/icml26-grokking,visual_audits/icml-2026-cbc92221e73f.md,visual_audits/icml-2026-cbc92221e73f.json,https://openreview.net/forum?id=5nNNVY8NW4
icml-2026-f97f56589ff5,ICML,oral,Towards Long-Horizon Interpretability: Efficient and Faithful Multi-Token Attribution for Reasoning LLMs,7,10,10,7,partial_visual_source,https://github.com/wbopan/flashtrace,visual_audits/icml-2026-f97f56589ff5.md,visual_audits/icml-2026-f97f56589ff5.json,https://openreview.net/forum?id=KY5Q9V9F5C
icml-2026-124a926154b3,ICML,oral,VALUEFLOW: Toward Pluralistic and Steerable Value-based Alignment in Large Language Models,42,15,12,45,partial_visual_source,https://github.com/AIDASLab/VALUEFLOW,visual_audits/icml-2026-124a926154b3.md,visual_audits/icml-2026-124a926154b3.json,https://openreview.net/forum?id=6zVV84vnCJ
icml-2026-c65beb96fda3,ICML,oral,Video-Based Optimal Transport for Feedback-Efficient Offline Preference-Based Reinforcement Learning,19,13,10,22,partial_visual_source,tunglm2203/votp,visual_audits/icml-2026-c65beb96fda3.md,visual_audits/icml-2026-c65beb96fda3.json,https://openreview.net/forum?id=G8LVO5easu
icml-2026-13200752b19d,ICML,oral,When the Prompt Becomes Visual: Vision-Centric Jailbreak Attacks for Large Image Editing Models,19,8,10,17,partial_visual_source,https://github.com/CSU-JPG/vja.github.io,visual_audits/icml-2026-13200752b19d.md,visual_audits/icml-2026-13200752b19d.json,https://openreview.net/forum?id=wQxRphkfxn
icml-2026-c8e95f98721b,ICML,oral,Which Algorithms Can Graph Neural Networks Learn?,7,10,4,13,repository_without_visual_source,https://github.com/Timo-SH/exact_nar,visual_audits/icml-2026-c8e95f98721b.md,visual_audits/icml-2026-c8e95f98721b.json,https://openreview.net/forum?id=GnmuZIlvxw
icml-2026-e390f6423d6a,ICML,oral,XR-1: Towards Versatile Vision-Language-Action Models via Learning Unified Vision-Motion Representations,18,19,11,26,partial_visual_source,https://github.com/Open-X-Humanoid/XR-1,visual_audits/icml-2026-e390f6423d6a.md,visual_audits/icml-2026-e390f6423d6a.json,https://openreview.net/forum?id=JO0IsGJg16
icml-2026-2b0091abd25f,ICML,oral,daVinci-Dev: Agent-native Mid-training for Software Engineering,7,4,8,3,partial_visual_source,https://github.com/GAIR-NLP/daVinci-Dev,visual_audits/icml-2026-2b0091abd25f.md,visual_audits/icml-2026-2b0091abd25f.json,https://openreview.net/forum?id=a86luANykT
icml-2026-1ef10519dcd7,ICML,outstanding,High-accuracy sampling for diffusion models and log-concave distributions,0,0,0,0,repository_without_visual_source,https://github.com/hetankevin/diffusion-fors,visual_audits/icml-2026-1ef10519dcd7.md,visual_audits/icml-2026-1ef10519dcd7.json,https://openreview.net/forum?id=GW3umRqsZZ
icml-2026-7f1780627873,ICML,outstanding,The Flexibility Trap: Rethinking the Value of Arbitrary Order in Diffusion Language Models,12,6,11,7,partial_visual_source,https://github.com/LeapLabTHU/JustGRPO,visual_audits/icml-2026-7f1780627873.md,visual_audits/icml-2026-7f1780627873.json,https://openreview.net/forum?id=kpgURPRMGf
icml-2026-4e7a98266982,ICML,spotlight,A Call to Lagrangian Action: Learning Population Mechanics from Temporal Snapshots,9,7,9,7,partial_visual_source,https://github.com/guanton/WLM,visual_audits/icml-2026-4e7a98266982.md,visual_audits/icml-2026-4e7a98266982.json,https://openreview.net/forum?id=MjPv4kRu3H
icml-2026-71db38223110,ICML,spotlight,A Factorized Low-Rank RNN Framework for Uncovering Independent Neural Latent Dynamics and Connectivity,10,1,4,7,partial_visual_source,https://github.com/JerrySoybean/facrnn,visual_audits/icml-2026-71db38223110.md,visual_audits/icml-2026-71db38223110.json,https://openreview.net/forum?id=QvIbmX9jBr
icml-2026-5cb9c5807bca,ICML,spotlight,ADEPT: RL-Aligned Agentic Decoding of Emotion via Evidence Probing Tools — From Consensus Learning to Ambiguity-Driven Emotion Reasoning,12,9,7,14,no_public_source_found,,visual_audits/icml-2026-5cb9c5807bca.md,visual_audits/icml-2026-5cb9c5807bca.json,https://openreview.net/forum?id=maA1s1S0db
icml-2026-8b22afb8c5ae,ICML,spotlight,Alignment-Sensitive Minimax Rates for Spectral Algorithms with Learned Kernels,5,0,2,3,partial_visual_source,https://github.com/MachineLearning-Nerd/icml26-spectral-minimax-rates,visual_audits/icml-2026-8b22afb8c5ae.md,visual_audits/icml-2026-8b22afb8c5ae.json,https://openreview.net/forum?id=4HrWo5x7YF
icml-2026-1c5182bdf0c8,ICML,spotlight,"Base Models Know How to Reason, Thinking Models Learn When",5,14,6,13,partial_visual_source,https://github.com/cvenhoff/thinking-llms-interp,visual_audits/icml-2026-1c5182bdf0c8.md,visual_audits/icml-2026-1c5182bdf0c8.json,https://openreview.net/forum?id=2BniakOS4q
icml-2026-ed7dc4e0461b,ICML,spotlight,BrokenMath: A Benchmark for Sycophancy in Theorem Proving with LLMs,11,5,10,6,partial_visual_source,https://github.com/insait-institute/broken-math,visual_audits/icml-2026-ed7dc4e0461b.md,visual_audits/icml-2026-ed7dc4e0461b.json,https://openreview.net/forum?id=Y5bEI4cuMd
icml-2026-2d22f08859e8,ICML,spotlight,ClinTutor-R1: Advancing Scalable and Robust One-to-Many Alignment in Clinical Socratic Education,29,12,8,33,partial_visual_source,https://github.com/Zhitao-He/ClinTutor-R1,visual_audits/icml-2026-2d22f08859e8.md,visual_audits/icml-2026-2d22f08859e8.json,https://openreview.net/forum?id=15Gs65kvHS
icml-2026-67206cc61e49,ICML,spotlight,Conformal Policy Control,11,5,6,10,partial_visual_source,https://github.com/samuelstanton/conformal-policy-control,visual_audits/icml-2026-67206cc61e49.md,visual_audits/icml-2026-67206cc61e49.json,https://openreview.net/forum?id=rbwy4E0Kyz
icml-2026-6b81cf37c92f,ICML,spotlight,Decomposed On-Policy Distillation for Vision-Language Reasoning: Steering Gradients for Visual Grounding,18,5,8,15,repository_without_visual_source,https://github.com/hee-suk-yoon/Decomposed_OPD,visual_audits/icml-2026-6b81cf37c92f.md,visual_audits/icml-2026-6b81cf37c92f.json,https://openreview.net/forum?id=Jb1YBPqyb7
icml-2026-cca969cd8cab,ICML,spotlight,"Decoupling The ""What"" and ""Where"" With Polar Coordinate Positional Embedding",7,9,9,7,partial_visual_source,https://github.com/agopal42/pope,visual_audits/icml-2026-cca969cd8cab.md,visual_audits/icml-2026-cca969cd8cab.json,https://openreview.net/forum?id=I3Z9za1EkO
icml-2026-a53de8003ce0,ICML,spotlight,Diffuse to Detect: Bi-Level Sample Rebalancing with Pseudo-Label Diffusion for Point-Supervised Infrared Small-Target Detection,8,5,13,0,partial_visual_source,https://github.com/yuanhang-yao/diffuse-to-detect,visual_audits/icml-2026-a53de8003ce0.md,visual_audits/icml-2026-a53de8003ce0.json,https://openreview.net/forum?id=RNn2wtNeoK
icml-2026-159ec0c7baad,ICML,spotlight,EcoVLA: Environment-Aware Adaptive Pruning with Interleaved Inference Orchestration for Vision-Language-Action Models,7,5,11,1,repository_without_visual_source,https://github.com/Echo-hyt/Ecovla,visual_audits/icml-2026-159ec0c7baad.md,visual_audits/icml-2026-159ec0c7baad.json,https://openreview.net/forum?id=7kH5uphAes
icml-2026-44d93fac8702,ICML,spotlight,Effective Reasoning Chains Reduce Intrinsic Dimensionality,3,9,7,5,no_public_source_found,,visual_audits/icml-2026-44d93fac8702.md,visual_audits/icml-2026-44d93fac8702.json,https://openreview.net/forum?id=vCjGjvrIR9
icml-2026-12ceaf196f4d,ICML,spotlight,Efficiently Training Time-to-First-Spike Spiking Neural Networks from Scratch,9,8,13,4,partial_visual_source,https://github.com/CheKaiWei/ETTFS,visual_audits/icml-2026-12ceaf196f4d.md,visual_audits/icml-2026-12ceaf196f4d.json,https://openreview.net/forum?id=3EcT46wsdc
icml-2026-57e09ec1b6ac,ICML,spotlight,Eigenvectors of Experts are Training-free Non-collapsing Routers,7,16,13,10,partial_visual_source,https://github.com/giangdip2410/SSMoE,visual_audits/icml-2026-57e09ec1b6ac.md,visual_audits/icml-2026-57e09ec1b6ac.json,https://openreview.net/forum?id=H1mxs9qGQX
icml-2026-5d3146110f97,ICML,spotlight,Enhancing Reasoning for Diffusion LLMs via Distribution Matching Policy Optimization,9,2,7,4,repository_without_visual_source,https://github.com/yuchen-zhu-zyc/DMPO,visual_audits/icml-2026-5d3146110f97.md,visual_audits/icml-2026-5d3146110f97.json,https://openreview.net/forum?id=09CSjVeDug
icml-2026-ed7f31d45d4a,ICML,spotlight,Even Faster Kernel Matrix Linear Algebra via Density Estimation,10,3,2,11,no_public_source_found,,visual_audits/icml-2026-ed7f31d45d4a.md,visual_audits/icml-2026-ed7f31d45d4a.json,https://openreview.net/forum?id=ueNIrBXz7R
icml-2026-1dfcf4c8869d,ICML,spotlight,FlexRank: Nested Low-Rank Knowledge Decomposition for Adaptive Model Deployment,10,2,9,3,partial_visual_source,https://github.com/RickZack/FlexRank,visual_audits/icml-2026-1dfcf4c8869d.md,visual_audits/icml-2026-1dfcf4c8869d.json,https://openreview.net/forum?id=DK0kvnNelx
icml-2026-cd054c2b1c0a,ICML,spotlight,Flow Sampling : Learning to Sample from Unnormalized Densities via Denoising Conditional Processes,5,5,7,3,no_public_source_found,,visual_audits/icml-2026-cd054c2b1c0a.md,visual_audits/icml-2026-cd054c2b1c0a.json,https://openreview.net/forum?id=YlcyOMTPNl
icml-2026-35879ec17414,ICML,spotlight,Geometry-Aware Decoding with Wasserstein-Regularized Truncation and Mass Penalties for Large Language Models,3,8,6,5,repository_without_visual_source,https://github.com/arashgholami/top-w-decoding,visual_audits/icml-2026-35879ec17414.md,visual_audits/icml-2026-35879ec17414.json,https://openreview.net/forum?id=HSuU4xBmAv
icml-2026-388e7825c92c,ICML,spotlight,How RL Unlocks the Aha Moment in Geometric Interleaved Reasoning,17,7,13,11,partial_visual_source,https://github.com/ucas-elysia/Faire,visual_audits/icml-2026-388e7825c92c.md,visual_audits/icml-2026-388e7825c92c.json,https://openreview.net/forum?id=JT4zAf3zDs
icml-2026-65a15e969ebf,ICML,spotlight,Just-In-Time Reinforcement Learning: Continual Learning in LLM Agents Without Gradient Updates,5,24,13,16,partial_visual_source,https://github.com/liushiliushi/JitRL,visual_audits/icml-2026-65a15e969ebf.md,visual_audits/icml-2026-65a15e969ebf.json,https://openreview.net/forum?id=pLvye0zHUC
icml-2026-92c2d1498431,ICML,spotlight,Keeping a Secret Requires a Good Memory: Space Lower-Bounds for Private Algorithms,0,0,0,0,no_public_source_found,,visual_audits/icml-2026-92c2d1498431.md,visual_audits/icml-2026-92c2d1498431.json,https://openreview.net/forum?id=JiB2eXY8fT
icml-2026-4e1dcbf5b839,ICML,spotlight,LIMSSR: LLM-Driven Sequence-to-Score Reasoning under Training-Time Incomplete Multimodal Observations,11,13,6,18,partial_visual_source,https://github.com/XuHuangbiao/LIMSSR,visual_audits/icml-2026-4e1dcbf5b839.md,visual_audits/icml-2026-4e1dcbf5b839.json,https://openreview.net/forum?id=0RLF7Sj2Fg
icml-2026-73ef6e227632,ICML,spotlight,Learning Randomized Reductions,5,21,6,20,partial_visual_source,https://github.com/ferhaterata/learning-randomized-reductions,visual_audits/icml-2026-73ef6e227632.md,visual_audits/icml-2026-73ef6e227632.json,https://openreview.net/forum?id=hCAEcqig2C
icml-2026-2801956159d6,ICML,spotlight,Lookahead Sample Reward Guidance for Test-Time Scaling of Diffusion Models,14,10,16,8,exact_visual_source,https://arxiv.org/abs/2602.03211,visual_audits/icml-2026-2801956159d6.md,visual_audits/icml-2026-2801956159d6.json,https://openreview.net/forum?id=IbRm6gwmew
icml-2026-a6577855483d,ICML,spotlight,Loss-aware distributionally robust optimization via trainable optimal transport ambiguity sets,15,3,5,13,repository_without_visual_source,https://github.com/JonasOhn/trainable-ot-dro,visual_audits/icml-2026-a6577855483d.md,visual_audits/icml-2026-a6577855483d.json,https://openreview.net/forum?id=K1EPPO9t2c
icml-2026-2b91f2863fcf,ICML,spotlight,Manifold-Optimal Guidance: A Unified Riemannian Control View of Diffusion Guidance,7,11,9,9,partial_visual_source,https://github.com/zexiJia/MoG,visual_audits/icml-2026-2b91f2863fcf.md,visual_audits/icml-2026-2b91f2863fcf.json,https://openreview.net/forum?id=eSxGdQ0zwG
icml-2026-cdec10979815,ICML,spotlight,MemoryBench: A Benchmark for Memory and Continual Learning in LLM Systems,14,23,5,32,repository_without_visual_source,https://github.com/LittleDinoC/MemoryBench-code,visual_audits/icml-2026-cdec10979815.md,visual_audits/icml-2026-cdec10979815.json,https://openreview.net/forum?id=If4X4W2HWx
icml-2026-61bea4dcf717,ICML,spotlight,MetaphorVU: Towards Metaphorical Video Understanding,25,6,11,20,repository_without_visual_source,https://github.com/icip-cas/MetaphorVU,visual_audits/icml-2026-61bea4dcf717.md,visual_audits/icml-2026-61bea4dcf717.json,https://openreview.net/forum?id=yKcBAJMPXZ
icml-2026-19ec66cff1c1,ICML,spotlight,Online Conformal Prediction via Universal Portfolio Algorithms,80,9,5,84,repository_without_visual_source,https://github.com/MachineLearning-Nerd/icml26-online-conformal-prediction-universal-portfolio,visual_audits/icml-2026-19ec66cff1c1.md,visual_audits/icml-2026-19ec66cff1c1.json,https://openreview.net/forum?id=EKmiOtjZjI
icml-2026-da310238c4b0,ICML,spotlight,PACT: Self-Evolving Physical Safety Alignment for Diffusion Policies in Embodied Manipulation,15,14,12,17,repository_without_visual_source,https://github.com/thu-ml/PACT,visual_audits/icml-2026-da310238c4b0.md,visual_audits/icml-2026-da310238c4b0.json,https://openreview.net/forum?id=ePFvXPdvhM
icml-2026-447e2cef4c1c,ICML,spotlight,PLANTAIN: Plan-Answer Interleaved Reasoning,1,12,5,8,repository_without_visual_source,https://github.com/aliang8/interleaved_reasoning,visual_audits/icml-2026-447e2cef4c1c.md,visual_audits/icml-2026-447e2cef4c1c.json,https://openreview.net/forum?id=lK2o9OjoXf
icml-2026-536d8d3e0efc,ICML,spotlight,Provably Convergent Actor-Critic in Risk-averse MARL,11,5,8,8,partial_visual_source,https://github.com/Jasonyzzhang/Provably_Convergent_Actor_Critic_Risk-averse_MARL,visual_audits/icml-2026-536d8d3e0efc.md,visual_audits/icml-2026-536d8d3e0efc.json,https://openreview.net/forum?id=NpguYNGrG2
icml-2026-07e2bc33888c,ICML,spotlight,Rapid Poison: Practical Poisoning Attacks Against the Rapid Response Framework,36,2,10,28,repository_without_visual_source,https://github.com/DH-davidhuang/rapid-poison,visual_audits/icml-2026-07e2bc33888c.md,visual_audits/icml-2026-07e2bc33888c.json,https://openreview.net/forum?id=hvI3Syn2U7
icml-2026-f1190e536fe9,ICML,spotlight,Rate or Fate? RLV$^{\varepsilon}$R: Reinforcement Learning with Verifiable Noisy Rewards,8,4,7,5,partial_visual_source,https://github.com/cognichip/Noisy-RL,visual_audits/icml-2026-f1190e536fe9.md,visual_audits/icml-2026-f1190e536fe9.json,https://openreview.net/forum?id=LwB2EacVT6
icml-2026-42cbf99e9181,ICML,spotlight,Ratio-Variance Regularized Policy Optimization,12,5,6,11,repository_without_visual_source,https://github.com/Roythuly/R2VPO,visual_audits/icml-2026-42cbf99e9181.md,visual_audits/icml-2026-42cbf99e9181.json,https://openreview.net/forum?id=NT4Cz09S4w
icml-2026-f746984a28d8,ICML,spotlight,Reinforced Sequential Monte Carlo for Amortised Sampling,10,9,6,13,partial_visual_source,https://github.com/hyeok9855/ReinforcedSMC,visual_audits/icml-2026-f746984a28d8.md,visual_audits/icml-2026-f746984a28d8.json,https://openreview.net/forum?id=DWaToCuNwa
icml-2026-7531b7c768a9,ICML,spotlight,Scaling Law for Quantization-Aware Training,16,4,11,9,no_public_source_found,,visual_audits/icml-2026-7531b7c768a9.md,visual_audits/icml-2026-7531b7c768a9.json,https://openreview.net/forum?id=fXr3uPr1G5
icml-2026-315bbaf35118,ICML,spotlight,Scaling Real-World Robot Policy Evaluation via Discrete Diffusion World Model,14,5,11,8,partial_visual_source,https://github.com/dworldeval/dworldeval.github.io,visual_audits/icml-2026-315bbaf35118.md,visual_audits/icml-2026-315bbaf35118.json,https://openreview.net/forum?id=93uNlQ1Qp0
icml-2026-114dd793a5be,ICML,spotlight,Steer Like the LLM: Activation Steering that Mimics Prompting,15,9,6,18,exact_visual_source,https://github.com/Nokia-Bell-Labs/steer-like-the-llm,visual_audits/icml-2026-114dd793a5be.md,visual_audits/icml-2026-114dd793a5be.json,https://openreview.net/forum?id=06Nk3dJDMq
icml-2026-f46849c406ca,ICML,spotlight,T$^2$PO: Uncertainty-Guided Exploration Control for Stable Multi-Turn Agentic Reinforcement Learning,7,8,9,6,partial_visual_source,https://github.com/WillDreamer/T2PO,visual_audits/icml-2026-f46849c406ca.md,visual_audits/icml-2026-f46849c406ca.json,https://openreview.net/forum?id=aD1zjvdJN4
icml-2026-9ab4cfd38016,ICML,spotlight,TimeRewarder: Learning Dense Reward from Passive Videos via Frame-wise Temporal Distance,20,2,8,14,partial_visual_source,https://github.com/CowAndSheep/TimeRewarder,visual_audits/icml-2026-9ab4cfd38016.md,visual_audits/icml-2026-9ab4cfd38016.json,https://openreview.net/forum?id=XztRm216YS
icml-2026-4d6c3bd9ff61,ICML,spotlight,"UniPercept: Towards Unified Perceptual-Level Image Understanding across Aesthetics, Quality, Structure, and Texture",14,17,16,15,partial_visual_source,https://github.com/thunderbolt215/UniPercept,visual_audits/icml-2026-4d6c3bd9ff61.md,visual_audits/icml-2026-4d6c3bd9ff61.json,https://openreview.net/forum?id=8VVbElV06v
icml-2026-942a8496990b,ICML,spotlight,Unraveling Syntax: Language Modeling and the Substructure of Grammars,7,4,5,6,partial_visual_source,https://github.com/laschulz/pcfg-transformer-learning,visual_audits/icml-2026-942a8496990b.md,visual_audits/icml-2026-942a8496990b.json,https://openreview.net/forum?id=sPIXjSkDFG
icml-2026-184e90336c6b,ICML,spotlight,VGGT-Motion: Motion-Aware Calibration-Free Monocular SLAM for Long-Range Consistency,21,8,11,18,no_public_source_found,,visual_audits/icml-2026-184e90336c6b.md,visual_audits/icml-2026-184e90336c6b.json,https://openreview.net/forum?id=GyRMbsYFiG
icml-2026-fea2d498a956,ICML,spotlight,Variational Learning for Insertion-based Generation,10,5,9,6,no_public_source_found,,visual_audits/icml-2026-fea2d498a956.md,visual_audits/icml-2026-fea2d498a956.json,https://openreview.net/forum?id=thVeEXPaSg
icml-2026-1d55d472edbc,ICML,spotlight,Welfare-Optimal Classification with Accuracy Auctions,6,4,4,6,partial_visual_source,https://github.com/BML-Technion/accuracy_auctions,visual_audits/icml-2026-1d55d472edbc.md,visual_audits/icml-2026-1d55d472edbc.json,https://openreview.net/forum?id=MA1LUDNA3s
icml-2026-8d39ec884840,ICML,spotlight,What Do Agents Learn from Trajectory-SFT: Semantics or Interfaces?,5,28,8,25,repository_without_visual_source,https://github.com/ChengZe2005/What-Do-Agents-Learn-from-Trajectory-SFT-Semantics-or-Interfaces-,visual_audits/icml-2026-8d39ec884840.md,visual_audits/icml-2026-8d39ec884840.json,https://openreview.net/forum?id=u1i3XoSXQG
