paper_id,conference,title,discovery_status,discovered_repository,discovery_method,discovery_evidence,default_branch,candidate_repositories,candidate_scores,search_repositories,visual_source_files,best_pdf_context,text_path
iclr-2026-8374ca36d622,ICLR,Temporal Sparse Autoencoders: Leveraging the Sequential Nature of Language for Interpretability,repository_without_visual_source,AI4LIFE-GROUP/temporal-saes,explicit_pdf_url,"metadata_title_exact=0; readme_title_exact=1; token_recall=1.000; anchors=temporal; matched=autoencoders,interpretability,language,leveraging,nature,sequential,sparse,temporal; explicit_code_context=1",main,AI4LIFE-GROUP/temporal-saes,15,,,"mance on standard reconstruction benchmarks, and d) Provide practical interpretability benefits, including a case study on safety-related concepts. We release our code, trained T-SAEs, and interpreted latents for reproducibility2 . 2 https://github.com/AI4LIFE-GROUP/temporal-saes 2 Published as a conference paper at ICLR 2026 2 R ELATED W ORK Sparse Autoencoders. In recent years, SAEs have emerged as a popular mechanistic interpre",corpus/text/iclr-2026-8374ca36d622.txt
iclr-2026-842e6221ed35,ICLR,OpenApps: Simulating Environment Variations to Measure UI Agent Reliability,partial_visual_source,facebookresearch/OpenApps,github_title_search_verified,"metadata_title_exact=0; readme_title_exact=1; token_recall=1.000; anchors=openapps; matched=agent,environment,measure,openapps,reliability,simulating,variations",main,,,facebookresearch/OpenApps|DeLunnLi/Awesome-Multimodal-GUI-Agents,config/apps/pop_ups/no_visual.yaml,,corpus/text/iclr-2026-842e6221ed35.txt
iclr-2026-86ded246ec76,ICLR,Addressing divergent representations from causal interventions on neural networks,exact_visual_source,anon-canon/addressing,github_title_search_verified,"metadata_title_exact=0; readme_title_exact=1; token_recall=1.000; anchors=addressing; matched=addressing,causal,divergent,interventions,networks,neural,representations",master,grantsrb/rep_divergence,2,grantsrb/rep_divergence|anon-canon/addressing|AI-in-Transportation-Lab/awesome-mechanistic-interpretability,divergence/plotting_utils.py|pyvene/analyses/visualization.py,"nce along causal dimensions or from deviations in the null-spaces of the NN layers, and ‘pernicious’ divergences that activate hidden network pathways and can cause dormant changes to behavior. We provide discussion on 1 Link to public repository: https://github.com/grantsrb/rep_divergence 1 Published as a conference paper at ICLR 2026 Figure 1: Causal interventions can recruit hidden circuits that produce misleadingly confir- matory or dormant behavior. (a) Consider natural pathway",corpus/text/iclr-2026-86ded246ec76.txt
iclr-2026-87e3cec2f574,ICLR,Cross-Domain Lossy Compression via Rate- and Classification-Constrained Optimal Transport,no_public_source_found,,,,,,,,,,corpus/text/iclr-2026-87e3cec2f574.txt
iclr-2026-883c05e1e1dc,ICLR,Optimistic Task Inference for Behavior Foundation Models,repository_without_visual_source,ThomasRupf/opti-bfm,explicit_pdf_url,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=behavior,foundation,inference,optimistic,task; matched=behavior,foundation,inference,optimistic,task; explicit_code_context=1",main,ThomasRupf/opti-bfm,14,,,"data, particularly convenient. Realistically, however, (i) the pre-training dataset might be unavailable or proprietary and, most importantly, (ii) labeling states with rewards might incur significant costs. For instance, 1 Code is available at https://github.com/ThomasRupf/opti-bfm. 1 Published as a conference paper at ICLR 2026 update OpTI-BFM",corpus/text/iclr-2026-883c05e1e1dc.txt
iclr-2026-88c6c50ec3eb,ICLR,Transformers are Inherently Succinct,no_public_source_found,,,,,,,sjkncs/transformer-succinctness-reproduction|sjkncs/ai-papers-and-notes|SarahRastegar/Best-Papers-Top-Venues|FeijiangHan/Top-Conference-Best-Papers|SihoonSung/Daily-Paper-Summary,,,corpus/text/iclr-2026-88c6c50ec3eb.txt
iclr-2026-890e5fac4757,ICLR,Depth Anything 3: Recovering the Visual Space from Any Views,exact_visual_source,ByteDance-Seed/Depth-Anything-3,github_title_search_verified,"metadata_title_exact=0; readme_title_exact=1; token_recall=1.000; anchors=anything,depth; matched=any,anything,depth,recovering,space,views,visual",main,,,ByteDance-Seed/Depth-Anything-3|PozzettiAndrea/ComfyUI-DepthAnythingV3|petermercell/Depth-Anything-3-for-Nuke|AIVFI/Video-Depth-Estimation-Rankings-and-Stereo-Video-Conversion-Rankings|yangzhou24/OmniWorld,src/depth_anything_3/app/modules/visualization.py,,corpus/text/iclr-2026-890e5fac4757.txt
iclr-2026-8da8f79c49d5,ICLR,$PhyWorldBench$: A Comprehensive Evaluation of Physical Realism in Text-to-Video Models,no_public_source_found,,,,,Wan-Video/Wan2.1|THUDM/CogVideo|Tencent/HunyuanVideo,3|0|-3,,,e.co/docs/diffusers/api/pipelines/ltx_video. • CogVideo v1.5 (Apache-2.0 License) : https://github.com/THUDM/CogVideo. • Open-Sora v2.0 (Apache-2.0 License) : https://github.com/hpcaitech/ Open-Sora. • Wanx v2.1 (Apache-2.0 License) : https://github.com/Wan-Video/Wan2.1. • Step-Video-T2V (MIT License) : https://github.com/stepfun-ai/ Step-Video-T2V. • Open-Sora-Plan v1.3 (MIT License) : https://github.com/PKU-YuanGroup/ Open-Sora-Plan. Commercial / proprietary generators. • Sora-,corpus/text/iclr-2026-8da8f79c49d5.txt
iclr-2026-927309b0632d,ICLR,FALCON: Few-step Accurate Likelihoods for Continuous Flows,unresolved,danyalrehman/FALCON,explicit_pdf_url,repository unresolved; explicit_code_context=1,,danyalrehman/FALCON|transferable-samplers/transferable-samplers,17|0,,,"bility. We show FALCON outperforms state-of-the-art normalizing flow models for molecular Boltzmann sampling and is over two orders of magnitude faster than the equivalently performing CNF model. FALCON code is available at https://github.com/danyalrehman/FALCON. 1 I NTRODUCTION Sampling molecular configurations from the Boltzmann distribution p(x) ∝ exp(−E(x)) where E(x) is the potential energy of a configuration x, is a foundational and long-standing challenge in statistical physics. The ability to generate",corpus/text/iclr-2026-927309b0632d.txt
iclr-2026-963229d0140f,ICLR,NextStep-1: Toward Autoregressive Image Generation with Continuous Tokens at Scale,repository_without_visual_source,stepfun-ai/NextStep-1,explicit_pdf_url,"metadata_title_exact=0; readme_title_exact=1; token_recall=1.000; anchors=nextstep; matched=autoregressive,continuous,generation,image,nextstep,scale,tokens,toward; explicit_code_context=1",main,stepfun-ai/NextStep-1|black-forest-labs/flux|THUDM/CogView4,17|0|0,,,"Furthermore, our method shows strong perfor- mance in image editing, highlighting the power and versatility of our unified ap- proach. To facilitate open research, we have released our code and models to the community at https://github.com/stepfun-ai/NextStep-1. 1 I NTRODUCTION Diffusion models have firmly established themselves as the dominant paradigm for high-fidelity image synthesis (Podell et al., 2024; Esser et al., 2024; Labs, 2024; Wu et al., 2025a). Despite this success, recent state-of-the-art archi",corpus/text/iclr-2026-963229d0140f.txt
iclr-2026-9731e2f39bcc,ICLR,Learning to Segment for Vehicle Routing Problems,repository_without_visual_source,mit-wu-lab/learning-to-segment,explicit_pdf_url,"metadata_title_exact=0; readme_title_exact=1; token_recall=1.000; anchors=segment; matched=problems,routing,segment,vehicle; explicit_code_context=1",main,mit-wu-lab/learning-to-segment,15,,,"elerate additional VRP solvers (e.g., Vidal (2022)); (2) applying L2Seg to more VRP variants and other combinatorial optimization problems; and (3) expanding the synergy between AR and NAR models to the broader NCO community. Our code is publicly available at https://github.com/mit-wu-lab/learning-to-segment. 10 Published as a conference paper at ICLR 2026 ACKNOWLEDGMENT This research was supported by a gift from Mathworks, as well as partial support from the MIT Amazon Science Hub, the National Scienc",corpus/text/iclr-2026-9731e2f39bcc.txt
iclr-2026-9800a26d2608,ICLR,High-dimensional Analysis of Synthetic Data Selection,repository_without_visual_source,Rezaei-Parham/Synthetic-Selection,github_title_search_verified,"metadata_title_exact=0; readme_title_exact=1; token_recall=1.000; anchors=selection,synthetic; matched=analysis,data,dimensional,high,selection,synthetic",main,,,Rezaei-Parham/Synthetic-Selection|SJTU-DMTai/awesome-ml-data-quality-papers,,,corpus/text/iclr-2026-9800a26d2608.txt
iclr-2026-98752ebdf7d6,ICLR,Online Learning and Equilibrium Computation with Ranking Feedback,no_public_source_found,,,,,,,YuzeHao2023/daily-arxiv-ai4economy|DerekDLP/arxivpaper-daily|eerstar/LLM-Agent-paper-daily|jiangnan030-del/ai-arxiv-daily,,,corpus/text/iclr-2026-98752ebdf7d6.txt
iclr-2026-987dd9468fc4,ICLR,Plug-and-Play Compositionality for Boosting Continual Learning with Foundation Models,repository_without_visual_source,liaoweiduo/CompSLOT,explicit_pdf_url,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=boosting,compositionality,continual,foundation,play,plug; matched=boosting,compositionality,continual,foundation,play,plug; explicit_code_context=1",main,liaoweiduo/CompSLOT,14,,,"fficient reuse (Liao et al., 2024). A common strategy for existing CL methods for FMs to alleviate forgetting is to inherit parameters learned from ∗ Corresponding Authors: Ying Wei, Qingfu Zhang, Hisao Ishibuchi 1 Code is available at github.com/liaoweiduo/CompSLOT. 1 Published as a conference paper at ICLR 2026 ViT CL Methods Logits 𝐿!""",corpus/text/iclr-2026-987dd9468fc4.txt
iclr-2026-99e6f2b9fab2,ICLR,EmotionThinker: Prosody-Aware Reinforcement Learning for Explainable Speech Emotion Reasoning,repository_without_visual_source,dingdongwang/EmotionThinker,explicit_pdf_url,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=emotionthinker; matched=aware,emotion,emotionthinker,explainable,prosody,reasoning,reinforcement,speech; explicit_code_context=1",main,dingdongwang/EmotionThinker|OpenBMB/MiniCPM-o,17|0,,,"i-dimensional criteria. EmotionThinker outperforms previous state-of-the-art evaluation models both in emotion accuracy and explana- tion quality, advancing SER toward interpretable multimodal reasoning. Project page: https://github.com/dingdongwang/EmotionThinker 1 I NTRODUCTION Advances in speech large language models (SpeechLLMs) have demonstrated impressive perfor- mance across various speech downstream tasks (Arora et al., 2025; Su et al., 2025; Ji et al., 2024a). Among them, speech emotion recognition (S",corpus/text/iclr-2026-99e6f2b9fab2.txt
iclr-2026-9a1a4fec2317,ICLR,Generative Human Geometry Distribution,no_public_source_found,,,,,,,,,,corpus/text/iclr-2026-9a1a4fec2317.txt
iclr-2026-9b8d9a086a72,ICLR,WAFT: Warping-Alone Field Transforms for Optical Flow,repository_without_visual_source,princeton-vl/WAFT,explicit_pdf_url,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=waft; matched=alone,field,flow,optical,transforms,waft,warping; explicit_code_context=1",waftv2,princeton-vl/WAFT,17,,,"achieves the best zero-shot generalization on KITTI, while being 1.3 − 4.1× faster than existing methods that have competitive accuracy (e.g., 1.3× than Flowformer++, 4.1× than CCMR+). Code and model weights are available at https://github.com/princeton-vl/WAFT. 1 I NTRODUCTION Optical flow is a fundamental low-level vision task that estimates per-pixel 2D motion between video frames. It has many downstream applications, including 3D reconstruction and synthesis (Ma et al., 2022; Zuo & Deng, 2022), action recogn",corpus/text/iclr-2026-9b8d9a086a72.txt
iclr-2026-9ba8184b9ae8,ICLR,Speculative Actions: A Lossless Framework for Faster AI Agents,exact_visual_source,naimengye/speculative-action,explicit_pdf_url,"metadata_title_exact=0; readme_title_exact=0; token_recall=1.000; anchors=speculative; matched=actions,agents,faster,framework,lossless,speculative; explicit_code_context=1",main,naimengye/speculative-action,17,,chess-game/plot.py|os-tuning/tests/test_plotting.py|os-tuning/scripts/plot_use_case.py|chess-game/textarena/envs/TwoDollar/roles/non_enforceable/public_figure.json|e-commerce/tau-bench/results/gpt-5_high_no_check_0-115_0917210712.json|hotpotqa/run_metrics/agent_gpt-4_top1/trajs_gpt-4.1-nano/6/metrics.json|hotpotqa/run_metrics/agent_gpt-4_top3/trajs_gpt-5-nano/1248/metrics.json|hotpotqa/run_metrics/agent_gpt-4_top3/trajs_gpt-5-nano/1267/metrics.json|hotpotqa/run_metrics/agent_gpt-4_top3/trajs_gpt-5-nano/2527/metrics.json|hotpotqa/run_metrics/agent_gpt-4_top3/trajs_gpt-5-nano/7356/metrics.json|hotpotqa/run_metrics/agent_gpt-5_top1/trajs_gpt-4.1-nano/373/metrics.json|e-commerce/tau-bench/results/gpt-5-nano_low_no_check_0-115_0917210712.json|hotpotqa/run_metrics/agent_gpt-4_top1/trajs_gpt-3.5-turbo/656/metrics.json|hotpotqa/run_metrics/agent_gpt-4_top1/trajs_gpt-4.1-nano/2861/metrics.json|hotpotqa/run_metrics/agent_gpt-4_top1/trajs_gpt-4.1-nano/2885/metrics.json|hotpotqa/run_metrics/agent_gpt-4_top1/trajs_gpt-4.1-nano/4202/metrics.json|hotpotqa/run_metrics/agent_gpt-4_top3/trajs_gpt-4.1-nano/1477/metrics.json|hotpotqa/run_metrics/agent_gpt-4_top3/trajs_gpt-4.1-nano/2885/metrics.json|hotpotqa/run_metrics/agent_gpt-4_top3/trajs_gpt-4.1-nano/4349/metrics.json|hotpotqa/run_metrics/agent_gpt-4_top3/trajs_gpt-4.1-nano/5619/metrics.json|hotpotqa/run_metrics/agent_gpt-5_top1/trajs_gpt-4.1-nano/6904/metrics.json|hotpotqa/run_metrics/agent_gpt-5_top1/trajs_gpt-4.1-nano/7107/metrics.json|hotpotqa/run_metrics/agent_gpt-5_top1/trajs_gpt-4.1-nano/7356/metrics.json|hotpotqa/run_metrics/agent_gpt-5_top3/trajs_gpt-4.1-nano/1248/metrics.json|hotpotqa/run_metrics/agent_gpt-5_top3/trajs_gpt-4.1-nano/7090/metrics.json|hotpotqa/run_metrics/agent_gpt-5_top3/trajs_gpt-4.1-nano/7107/metrics.json|hotpotqa/run_metrics/agent_gpt-5_top3/trajs_gpt-4.1-nano/7356/metrics.json|hotpotqa/run_metrics/agent_gpt-4_top1/trajs_gpt-3.5-turbo/1248/metrics.json|hotpotqa/run_metrics/agent_gpt-4_top1/trajs_gpt-3.5-turbo/1267/metrics.json|hotpotqa/run_metrics/agent_gpt-4_top1/trajs_gpt-3.5-turbo/7090/metrics.json|hotpotqa/run_metrics/agent_gpt-4_top3/trajs_gpt-3.5-turbo/1477/metrics.json|hotpotqa/run_metrics/agent_gpt-4_top3/trajs_gpt-3.5-turbo/6904/metrics.json|hotpotqa/run_metrics/agent_gpt-4_top3/trajs_gpt-3.5-turbo/7107/metrics.json|hotpotqa/run_metrics/agent_gpt-4_top3/trajs_gpt-3.5-turbo/7356/metrics.json|hotpotqa/run_metrics/agent_gpt-5_top1/trajs_gpt-3.5-turbo/2316/metrics.json|hotpotqa/run_metrics/agent_gpt-5_top1/trajs_gpt-3.5-turbo/6904/metrics.json|hotpotqa/run_metrics/agent_gpt-5_top1/trajs_gpt-3.5-turbo/7107/metrics.json|e-commerce/tau-bench/results/gpt-5-mini_medium_no_check_0-115_0917210712.json|hotpotqa/run_metrics/agent_gpt-4_top1/trajs_gemini-2.5-flash/190/metrics.json|hotpotqa/run_metrics/agent_gpt-4_top1/trajs_gemini-2.5-flash/656/metrics.json,"based selection grows sub- stantially slower than naively scaling the number of speculative branches. Furthermore, in our OS- tuning environment where losslessness is not required, cost and latency can actually both decrease. Our code is publicly available at https://github.com/naimengye/speculative-action. 1.1 Related Work Speculative decoding and reasoning Our work is inspired by the use of speculative decoding in LLM inference. This technique accelerates autoregressive inference by using a small model to propose tokens which a larger target model verifies",corpus/text/iclr-2026-9ba8184b9ae8.txt
iclr-2026-9bfcc62a75a1,ICLR,Structured Flow Autoencoders: Learning Structured Probabilistic Representations with Flow Matching,no_public_source_found,,,,,,,,,,corpus/text/iclr-2026-9bfcc62a75a1.txt
iclr-2026-9d74a65ca00d,ICLR,Intrinsic Entropy of Context Length Scaling in LLMs,no_public_source_found,,,,,karpathy/nanoGPT,-4,,,"ared Kaplan, Sam McCandlish, Tom Henighan, Tom B. Brown, Benjamin Chess, Rewon Child, Scott Gray, Alec Radford, Jeffrey Wu, and Dario Amodei. Scaling laws for neural language models, 2020. URL https://arxiv.org/abs/2001.08361. Andrej Karpathy. NanoGPT. https://github.com/karpathy/nanoGPT, 2022. Angelos Katharopoulos, Apoorv Vyas, Nikolaos Pappas, and François Fleuret. Transformers are rnns: Fast autoregressive transformers with linear attention, 2020. URL https://arxiv. org/abs/2006.16236. Tian Lan, Jinyuan Xu, Xue He, Jenq-Neng Hwang,",corpus/text/iclr-2026-9d74a65ca00d.txt
iclr-2026-9dbde6327464,ICLR,Seeing Through the Brain: New Insights from Decoding Visual Stimuli with fMRI,repository_without_visual_source,GraphmindDartmouth/PRISM,explicit_pdf_url,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=brain,seeing,through; matched=brain,decoding,fmri,insights,new,seeing,stimuli,through,visual; explicit_code_context=1",main,GraphmindDartmouth/PRISM,14,,,"ethods, achieving up to an 6% reduction in perceptual loss. These results highlight the importance of using structured text as an intermediate space to bridge fMRI signals and image reconstruction. Codes are available at https://github.com/GraphmindDartmouth/PRISM. 1 I NTRODUCTION Decoding visual stimuli from brain activity provides a unique lens into human perception (Naselaris et al., 2011; Haufe et al., 2014). A central approach uses fMRI signals—which measure neural activity through blood-oxygen-level-depend",corpus/text/iclr-2026-9dbde6327464.txt
iclr-2026-9f44d179b34e,ICLR,SafeDPO: A Simple Approach to Direct Preference Optimization with Enhanced Safety,no_public_source_found,,,,,shuoli90/CAN,-3,,,"ure 3 of CAN (Huang et al., 2024). We then evaluate the resulting models using model-based evaluation, and report the results in Table 8. In the table, P and M denote PeCAN and MoCAN, respectively. We note that these baselines are trained on the 5 https://github.com/shuoli90/CAN 22 Published as a conference paper at ICLR 2026 Alpaca-7b model using the PKU-SafeRLHF-30K dataset, consistent with the original implementation, and no additional modifications are introduced. Metri",corpus/text/iclr-2026-9f44d179b34e.txt
iclr-2026-a15993a7b6c3,ICLR,VibeVoice: Expressive Podcast Generation with Next-Token Diffusion,repository_without_visual_source,microsoft/VibeVoice,explicit_pdf_url,"metadata_title_exact=0; readme_title_exact=0; token_recall=0.857; anchors=vibevoice; matched=diffusion,expressive,generation,next,token,vibevoice; explicit_code_context=1",main,microsoft/VibeVoice|BytedanceSpeech/seed-tts-eval|QwenLM/Qwen-Audio|SesameAILabs/csm|snakers4/silero-vad|wenet-e2e/wespeaker|boson-ai/higgs-audio|OpenMOSS/MOSS-TTSD,17|0|0|0|0|0|-3|-3,,,"ing, and the rendition of subtle non-lexical cues (such as breaths and lip smacks), which are crucial for listener immersion and capturing the authentic vibe of expressive conversations. Code and checkpoint are available at https://github.com/microsoft/VibeVoice. 1 I NTRODUCTION Recent advancements in Text-to-Speech (TTS) synthesis have achieved remarkable success in gener- ating high-fidelity, natural-sounding speech for single speakers in relatively short utterances (Wang et al., 2023a; Anastassiou et al., 2",corpus/text/iclr-2026-a15993a7b6c3.txt
iclr-2026-a2b879220593,ICLR,PateGAIL++: Utility Optimized Private Trajectory Generation with Imitation Learning,no_public_source_found,,,,,,,,,,corpus/text/iclr-2026-a2b879220593.txt
iclr-2026-a360ac840b2a,ICLR,Planner Aware Path Learning in Diffusion Language Models Training,repository_without_visual_source,pengzhangzhi/PAPL,explicit_pdf_url,"metadata_title_exact=0; readme_title_exact=1; token_recall=1.000; anchors=aware,diffusion,language,path,planner; matched=aware,diffusion,language,path,planner,training; explicit_code_context=1",main,pengzhangzhi/PAPL|pengzhangzhi/Open-dLLM|bytedance/dplm,14|0|-3,,,"domains, including a 40% relative improvement in protein sequences, improved text generation with up to a 4× relative MAUVE gain, and 23% relative improvement in code generation H UMAN E VAL pass@10. Code is available at github.com/pengzhangzhi/PAPL. 1 I NTRODUCTION The landscape of generative modeling over discrete data has led to foundational breakthroughs in deep learning, with Large Language Models (LLMs) being an exemplary technology that has transcended beyond natural language processing (A",corpus/text/iclr-2026-a360ac840b2a.txt
iclr-2026-a3ff676bae31,ICLR,Reasoning as Representation: Rethinking Visual Reinforcement Learning in Image Quality Assessment,repository_without_visual_source,xuanyuzhang21/RALI,github_title_search_verified,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=reasoning,representation; matched=assessment,image,quality,reasoning,reinforcement,representation,rethinking,visual",main,,,bytedance/Q-Insight|chaofengc/Awesome-Image-Quality-Assessment|xuanyuzhang21/RALI|tsinghua-fib-lab/AutoSOTA|MingyuLiu1/Language-Driven-IR-and-IQA,,,corpus/text/iclr-2026-a3ff676bae31.txt
iclr-2026-a52a988a4775,ICLR,Non-Convex Federated Optimization under Cost-Aware Client Selection,no_public_source_found,,,,,,,,,,corpus/text/iclr-2026-a52a988a4775.txt
iclr-2026-a58db1cc65db,ICLR,CauKer: Classification Time Series Foundation Models Can Be Pretrained on Synthetic Data,partial_visual_source,ShifengXIE/CauKer,explicit_pdf_url,"metadata_title_exact=0; readme_title_exact=1; token_recall=1.000; anchors=cauker; matched=can,cauker,classification,data,foundation,pretrained,series,synthetic,time; explicit_code_context=1",main,ShifengXIE/CauKer|vfeofanov/mantis,17|0,,Models/Chronos/figures/zero_shot-agg_scaled_score.svg|Models/Chronos/scripts/evaluation/configs/in-domain.yaml|Models/Chronos/scripts/evaluation/configs/zero-shot.yaml|Models/Chronos/evaluation/results/seasonal_naive_results.csv|Models/Chronos/scripts/evaluation/results/seasonal-naive-in-domain.csv|Models/Chronos/scripts/evaluation/results/seasonal-naive-zero-shot.csv|Models/Chronos/scripts/evaluation/results/chronos-t5-base-in-domain.csv|Models/Chronos/scripts/evaluation/results/chronos-t5-base-zero-shot.csv|Models/Chronos/scripts/evaluation/results/chronos-t5-mini-in-domain.csv|Models/Chronos/scripts/evaluation/results/chronos-t5-mini-zero-shot.csv|Models/Chronos/scripts/evaluation/results/chronos-t5-tiny-in-domain.csv|Models/Chronos/scripts/evaluation/results/chronos-t5-tiny-zero-shot.csv|Models/Chronos/evaluation/results/chronos-t5-base-zero-shot-CauKer1M.csv|Models/Chronos/evaluation/results/chronos-t5-base-zero-shot-Official.csv|Models/Chronos/evaluation/results/chronos-t5-mini-zero-shot-CauKer1M.csv|Models/Chronos/evaluation/results/chronos-t5-mini-zero-shot-official.csv|Models/Chronos/scripts/evaluation/results/chronos-t5-large-in-domain.csv|Models/Chronos/scripts/evaluation/results/chronos-t5-large-zero-shot.csv|Models/Chronos/scripts/evaluation/results/chronos-t5-small-in-domain.csv|Models/Chronos/scripts/evaluation/results/chronos-t5-small-zero-shot.csv|Models/Chronos/evaluation/results/chronos-t5-small-zero-shot-CauKer1M.csv|Models/Chronos/evaluation/results/chronos-t5-small-zero-shot-Official.csv|Models/Chronos/scripts/evaluation/results/chronos-bolt-base-in-domain.csv|Models/Chronos/scripts/evaluation/results/chronos-bolt-base-zero-shot.csv|Models/Chronos/scripts/evaluation/results/chronos-bolt-mini-in-domain.csv|Models/Chronos/scripts/evaluation/results/chronos-bolt-mini-zero-shot.csv|Models/Chronos/scripts/evaluation/results/chronos-bolt-tiny-in-domain.csv|Models/Chronos/scripts/evaluation/results/chronos-bolt-tiny-zero-shot.csv|Models/Chronos/scripts/evaluation/results/chronos-bolt-small-in-domain.csv|Models/Chronos/scripts/evaluation/results/chronos-bolt-small-zero-shot.csv|Models/Chronos/scripts/evaluation/results/chronos-t5-base-agg-rel-scores.csv|Models/Chronos/scripts/evaluation/results/chronos-t5-mini-agg-rel-scores.csv|Models/Chronos/scripts/evaluation/results/chronos-t5-tiny-agg-rel-scores.csv|Models/Chronos/scripts/evaluation/results/chronos-t5-large-agg-rel-scores.csv|Models/Chronos/scripts/evaluation/results/chronos-t5-small-agg-rel-scores.csv|Models/Chronos/scripts/evaluation/results/chronos-bolt-base-agg-rel-scores.csv|Models/Chronos/scripts/evaluation/results/chronos-bolt-mini-agg-rel-scores.csv|Models/Chronos/scripts/evaluation/results/chronos-bolt-tiny-agg-rel-scores.csv|Models/Chronos/scripts/evaluation/results/chronos-bolt-small-agg-rel-scores.csv,"atasets exhibit clear scaling laws for both dataset size (10K to 10M samples) and model capacity (1M to 783M parameters), unlike real-world datasets, which display irregular scaling behavior. The source code is publicly available at https://github.com/ShifengXIE/CauKer. 1 I NTRODUCTION Time series data are ubiquitous in applications ranging from healthcare (Gnassounou et al., 2025) and human activity recognition (Chen et al., 2025a) to industrial monitoring (Susto et al., 2018). Recently, the time series community has",corpus/text/iclr-2026-a58db1cc65db.txt
iclr-2026-a60437a1dcad,ICLR,BioX-Bridge: Model Bridging for Unsupervised Cross-Modal Knowledge Transfer across Biosignals,exact_visual_source,chenqi-li/BioX-Bridge,explicit_pdf_url,"metadata_title_exact=0; readme_title_exact=1; token_recall=1.000; anchors=biox,bridge; matched=across,biosignals,biox,bridge,bridging,cross,knowledge,modal,transfer,unsupervised; explicit_code_context=1",main,chenqi-li/BioX-Bridge,20,,HuBERT_ECG_anonymous/figures/plot.ipynb|ECG_Classification_anonymous/scripts/plot_pau.py|ECG_Classification_anonymous/report/table/ablation_study.tex|ECG_Classification_anonymous/scripts/plot_dataset_samples.py|ECG_Classification_anonymous/presentation/table/ablation_study.tex|ECG_Classification_anonymous/scripts/plot_augmented_dataset_samples.py|HuBERT_ECG_anonymous/figures/ecg_umap.ipynb|ECG_Classification_anonymous/report/table/results.tex|ECG_Classification_anonymous/report/table/results_full.tex|ECG_Classification_anonymous/presentation/table/results.tex|ECG_Classification_anonymous/report/table/results_challenge.tex|ECG_Classification_anonymous/presentation/table/results_full.tex|ECG_Classification_anonymous/report/table/results_Icentia11k.tex|ECG_Classification_anonymous/report/table/pretraining_results.tex|ECG_Classification_anonymous/report/table/physionet_distribution.tex|ECG_Classification_anonymous/presentation/table/results_challenge.tex|ECG_Classification_anonymous/presentation/table/results_Icentia11k.tex|ECG_Classification_anonymous/report/table/pretraining_results_full.tex|ECG_Classification_anonymous/presentation/table/pretraining_results.tex|ECG_Classification_anonymous/report/table/results_challenge_two_class.tex|ECG_Classification_anonymous/presentation/table/physionet_distribution.tex|ECG_Classification_anonymous/presentation/table/pretraining_results_full.tex|ECG_Classification_anonymous/presentation/table/results_challenge_two_class.tex|NormWear_anonymous/imgs/radar_plot.pdf|HuBERT_ECG_anonymous/figures/bar_plot_downstream_tasks.svg|HuBERT_ECG_anonymous/figures/SSE_vs_C.svg|HuBERT_ECG_anonymous/figures/masking_p.svg|HuBERT_ECG_anonymous/figures/radarplot.svg|HuBERT_ECG_anonymous/figures/samitrop_trend.svg|HuBERT_ECG_anonymous/figures/metadata/ptb_metadata.json|HuBERT_ECG_anonymous/figures/metadata/sph_metadata.json|HuBERT_ECG_anonymous/figures/performance_thresholds.svg|HuBERT_ECG_anonymous/figures/metadata/cpsc_metadata.json|HuBERT_ECG_anonymous/figures/metadata/hefei_metadata.json|HuBERT_ECG_anonymous/figures/metadata/mimic_metadata.json|HuBERT_ECG_anonymous/figures/metadata/ptbxl_metadata.json|HuBERT_ECG_anonymous/figures/metadata/ningbo_metadata.json|HuBERT_ECG_anonymous/figures/xlxs/labels_abbreviations.csv|HuBERT_ECG_anonymous/figures/metadata/chapman_metadata.json|HuBERT_ECG_anonymous/figures/metadata/georgia_metadata.json,"es, tasks, and datasets show that BioX- Bridge reduces the number of trainable parameters by 88–99% while maintaining or even improving transfer performance compared to state-of-the-art methods. Our code is available at: https://github.com/chenqi-li/BioX-Bridge. 1 I NTRODUCTION Biosignals, such as electrocardiogram (ECG), electroencephalogram (EEG), and photoplethysmogra- phy (PPG), provide critical insights into the underlying physiological states of individuals. They are essential tools in modern healthcar",corpus/text/iclr-2026-a60437a1dcad.txt
