paper_id,conference,analysis_stratum,sample_cohort,figures,tables,visual_objects,caption_found,caption_coverage,caption_words_mean,caption_words_median,caption_headline_bold_share,caption_setup_share,caption_encoding_key_share,caption_main_finding_share,caption_uncertainty_share,internal_font_size_median,dominant_palette_hex,color_object_share,single_column_share,page_or_double_width_share,pdf_fonts
iclr-2026-8da8f79c49d5,ICLR,oral,foundation_200,21,17,38,38,1.0,50.289,45.0,0.868421,0.710526,0.052632,0.473684,0.0,9.851,#4893D4|#42566C|#808C9F|#253A50|#609ED6|#758196|#6DA8DC|#8991A1,0.578947,0.236842,0.763158,CMMI10|CMMI7|CMR10|CMSY10|CMSY7|CMSY9|Chalkboard|Chalkboard-Bold|NimbusMonL-Bold|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|SFRM1000|TimesNewRomanPS-ItalicMT|TimesNewRomanPSMT|ZapfDingbatsITC|comfortaa-bold-700
iclr-2026-927309b0632d,ICLR,oral,foundation_200,17,6,23,23,1.0,24.87,18.0,0.0,0.217391,0.217391,0.217391,0.043478,5.478,#D7D4E8|#A888BD|#A582B7|#BFA6CF|#B97BA3|#D5D2E6|#CDCBDE|#360F59,0.826087,0.086957,0.869565,CMBX10|CMEX10|CMMI10|CMMI5|CMMI7|CMR10|CMR5|CMR6|CMR7|CMR9|CMSY10|CMSY5|CMSY6|CMSY7|CMSY9|Cmmi10|Cmr10|Cmsy10|Courier|DejaVuSans|DejaVuSans-Oblique|Dingbats|Helvetica|Inconsolatazi4-Regular|MSAM10|MSBM10|MSBM7|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|STIXNonUnicode-Italic
iclr-2026-963229d0140f,ICLR,oral,foundation_200,9,9,18,18,1.0,23.5,16.5,0.0,0.055556,0.111111,0.111111,0.055556,6.485,#D2E1FF|#BCC9E2|#6A82BA|#9E7088|#404E6D|#DAE0E9|#9FA3B6|#BCC3D6,0.888889,0.277778,0.611111,AndaleMono|CMEX10|CMMI10|CMMI6|CMMI7|CMR10|CMR5|CMR7|CMSY10|CMSY5|CMSY6|CMSY7|CMSY9|Calibri|Calibri-Bold|CambriaMath|MSBM10|NimbusMonL-Bold|NimbusMonL-Regu|NimbusMonL-ReguObli|NimbusRomNo9L-Medi|NimbusRomNo9L-MediItal|NimbusRomNo9L-Regu|PalladioBold|TimesNewRomanPS-BoldMT|TimesNewRomanPS-ItalicMT|TimesNewRomanPSMT
iclr-2026-9731e2f39bcc,ICLR,oral,foundation_200,12,16,28,28,1.0,37.857,26.0,0.0,0.357143,0.142857,0.392857,0.035714,8.998,#F5D2D2|#F5D0D0|#F5CFCF|#F7D9D9|#F7DEDD|#B1D7B0|#0101FB|#007F01,0.464286,0.285714,0.642857,Aptos|Aptos-Bold|Arial-BoldItalicMT|Arial-BoldMT|Arial-ItalicMT|ArialMT|CMBX10|CMBX7|CMEX10|CMMI10|CMMI5|CMMI7|CMMIB10|CMR10|CMR5|CMR7|CMSY10|CMSY5|CMSY6|CMSY7|CambriaMath|F328|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-MediItal|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal
iclr-2026-9800a26d2608,ICLR,oral,foundation_200,2,13,15,15,1.0,34.467,28.0,0.0,0.866667,0.066667,0.733333,0.066667,8.043,#929FAD|#339999|#CEE0E8|#D2EFEA|#B5CBD7|#5D8AAC|#69C5BA|#504979,0.2,0.0,0.933333,ArialMT|CMBX10|CMEX10|CMEX7|CMEX9|CMMI10|CMMI5|CMMI6|CMMI7|CMMI9|CMR10|CMR5|CMR6|CMR7|CMR9|CMSY10|CMSY5|CMSY6|CMSY7|CMSY9|DejaVuSans|DejaVuSans-Oblique|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|TimesNewRomanPSMT
iclr-2026-98752ebdf7d6,ICLR,oral,foundation_200,11,1,12,12,1.0,42.0,41.5,0.0,0.916667,0.25,0.166667,0.0,6.569,#A69789|#2F528F|#D1D5DF|#415F8E|#98B1CA|#728CA7|#8BA1C0|#666D81,0.916667,0.0,1.0,ArevSans-Roman|CMBX10|CMBX7|CMEX10|CMEX7|CMEX9|CMMI10|CMMI12|CMMI5|CMMI6|CMMI7|CMMI9|CMMIB10|CMMIB5|CMMIB6|CMMIB7|CMMIB9|CMR10|CMR12|CMR5|CMR6|CMR7|CMR9|CMSY10|CMSY5|CMSY6|CMSY7|CMSY9|CambriaMath|MSAM10|MSBM10|NimbusMonL-Regu|NimbusMonL-ReguObli|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|TimesNewRomanPS-BoldMT|TimesNewRomanPSMT|dsrom10|dsrom8
iclr-2026-987dd9468fc4,ICLR,oral,foundation_200,14,13,27,27,1.0,55.556,46.0,0.0,0.518519,0.37037,0.148148,0.185185,9.618,#FBE3D6|#F7C0A7|#C5AC92|#7F755C|#BEECE1|#B4C4C0|#ECEED8|#F7D4CF,0.555556,0.185185,0.814815,Aptos|Aptos-Italic|Arial-BoldMT|ArialMT|CMBSY7|CMBX10|CMBX7|CMEX10|CMEX7|CMMI10|CMMI5|CMMI6|CMMI7|CMMI9|CMMIB10|CMMIB5|CMMIB7|CMR10|CMR5|CMR7|CMR9|CMSY10|CMSY5|CMSY6|CMSY7|CMSY9|Calibri|CambriaMath|DejaVuSans-Oblique|Dingbats|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-MediItal|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal
iclr-2026-99e6f2b9fab2,ICLR,oral,foundation_200,9,8,17,17,1.0,56.059,28.0,0.0,0.705882,0.058824,0.294118,0.0,8.541,#CBD7E2|#5C6061|#858F94|#213D54|#C5CBCB|#EDCE84|#B6CACA|#E2DCAB,0.294118,0.411765,0.470588,Aptos|Aptos-Bold|ArialMT|CMEX10|CMMI10|CMMI6|CMMI7|CMMI9|CMR10|CMR7|CMSY10|CMSY6|CMSY7|CMSY9|CambriaMath|ChalkboardSE-Bold|ChalkboardSE-Regular|Dingbats|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-MediItal|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|SFRM1000
iclr-2026-9a1a4fec2317,ICLR,oral,foundation_200,21,5,26,25,0.961538,31.24,26.0,0.08,0.28,0.12,0.32,0.0,9.963,#B17A96|#4E7A8B|#579177|#CADEC1|#5EA675|#BB9782|#4B5682|#A65786,0.923077,0.192308,0.769231,Aptos|BrushScriptMT|CMBX10|CMBX7|CMEX10|CMMI10|CMMI7|CMMIB10|CMMIB7|CMR10|CMR5|CMR7|CMSY10|CMSY5|CMSY6|CMSY7|Cambria|CambriaMath|Dingbats|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|SFRM1000|SegoePrint|TimesNewRomanPS-BoldMT|TimesNewRomanPSMT
iclr-2026-9b8d9a086a72,ICLR,oral,replication_200,4,6,10,10,1.0,32.8,35.0,0.0,0.1,0.2,0.5,0.2,9.963,#FF9300|#B51700|#372E59|#3D4F6B|#F6C896|#726F83|#FF9301|#7E93A3,0.4,0.1,0.9,CMMI10|CMMI5|CMMI7|CMMI9|CMR10|CMR5|CMR7|CMSY10|CMSY5|CMSY6|CMSY7|HelveticaNeue|HelveticaNeue-Bold|HelveticaNeue-Medium|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|STIXGeneral-Italic|STIXGeneral-Regular
iclr-2026-9ba8184b9ae8,ICLR,oral,foundation_200,9,3,12,12,1.0,41.583,43.5,0.25,0.5,0.333333,0.5,0.083333,9.963,#E2F2EB|#CB6D4F|#004D80|#036E11|#7EB096|#C1D8CC|#DBEBE5|#4B8E73,0.833333,0.25,0.75,Arial-BoldMT|DejaVuSans|DejaVuSans-Bold|HelveticaNeue|HelveticaNeue-Medium|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|STIXGeneral-Italic|STIXGeneral-Regular|rtcxr|rtxb|rtxi|rtxmi|rtxr|rtxsc|txex|txsy|txsya|txsyb|txsyc|txtt
iclr-2026-9bfcc62a75a1,ICLR,oral,foundation_200,10,4,14,14,1.0,47.571,45.0,0.0,0.5,0.357143,0.285714,0.0,9.464,#E9FAED|#43B3C8|#F22B75|#E4FD56|#3B38E4|#02FE83|#2FFE6A|#65FE63,0.714286,0.0,1.0,CMBX10|CMBX7|CMEX10|CMEX9|CMMI10|CMMI5|CMMI6|CMMI7|CMMI9|CMMIB10|CMMIB7|CMMIB9|CMR10|CMR5|CMR6|CMR7|CMR9|CMSY10|CMSY7|CMSY9|MSBM10|MSBM7|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal
iclr-2026-9d74a65ca00d,ICLR,oral,foundation_200,19,2,21,21,1.0,65.048,60.0,0.142857,0.619048,0.47619,0.428571,0.047619,9.963,#A9C6C2|#59A398|#E5F2E0|#6FC889|#6A7F8C|#514078|#BDA6A5|#F7F086,0.857143,0.0,1.0,"Aptos|Aptos,Bold|Aptos-Bold|ArialMT|CMBX10|CMBX7|CMEX10|CMMI10|CMMI12|CMMI5|CMMI7|CMMI8|CMMI9|CMR10|CMR5|CMR6|CMR7|CMR9|CMSY10|CMSY5|CMSY6|CMSY7|CMSY9|CambriaMath|DejaVuSans|HelveticaNeue|MSBM10|MSBM7|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-MediItal|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|NimbusSans-Regular|Roboto-Regular|STIXTwoMath-Regular|font000000002d4bb8b2"
iclr-2026-9dbde6327464,ICLR,oral,foundation_200,7,9,16,16,1.0,64.062,44.5,0.0,0.8125,0.4375,0.6875,0.0625,9.914,#DCEAF7|#FBE3D6|#883E2C|#FBBE7D|#CAECF9|#9EAAB5|#B57E6F|#FEEDB6,0.5625,0.1875,0.75,CMBX10|CMBX7|CMEX10|CMMI10|CMMI5|CMMI7|CMMIB10|CMMIB7|CMR10|CMR5|CMR7|CMR9|CMSY10|CMSY5|CMSY6|CMSY7|CMSY9|CambriaMath|DejaVuSans|DejaVuSans-Bold|DejaVuSans-Oblique|Georgia|Georgia-Bold|Georgia-BoldItalic|Georgia-Italic|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|TimesNewRomanPS-BoldMT|TimesNewRomanPSMT
iclr-2026-9f44d179b34e,ICLR,oral,foundation_200,4,29,33,33,1.0,23.121,15.0,0.272727,0.69697,0.121212,0.212121,0.030303,9.963,#FC8D62|#FBE5D6|#E2F0D9|#BB9691|#D4BDB1|#B3585C|#DCD8C8|#DEDFC0,0.121212,0.181818,0.818182,CMBX10|CMEX10|CMEX7|CMMI10|CMMI5|CMMI7|CMMI9|CMR10|CMR7|CMSY10|CMSY5|CMSY7|Dingbats|MSAM10|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal
iclr-2026-a15993a7b6c3,ICLR,oral,replication_200,6,11,17,17,1.0,38.941,46.0,0.0,0.588235,0.058824,0.470588,0.058824,9.963,#DCEAFF|#D2E1F4|#224353|#9AABB2|#6D949F|#6F7377|#CEAF9E|#F39779,0.294118,0.176471,0.823529,"Aptos|Aptos,Italic|CMEX10|CMMI10|CMMI5|CMMI6|CMMI7|CMMI9|CMMIB10|CMMIB7|CMR10|CMR6|CMR7|CMR9|CMSY10|CMSY6|CMSY7|CMSY9|CambriaMath|DejaVuSans|DejaVuSans-Bold|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal"
iclr-2026-a2b879220593,ICLR,oral,foundation_200,3,10,13,13,1.0,17.615,18.0,0.0,0.769231,0.0,0.230769,0.0,9.963,#71A9CF|#D7E6F1|#FFAE67|#A9CBE2|#F6CFAC|#FB8924|#92B9D5|#458DC0,0.307692,0.230769,0.769231,CMBX10|CMBX9|CMEX10|CMMI10|CMMI5|CMMI7|CMMI9|CMR10|CMR6|CMR7|CMR9|CMSY10|CMSY5|CMSY6|CMSY7|CMSY9|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal
iclr-2026-a360ac840b2a,ICLR,oral,foundation_200,6,7,13,13,1.0,55.846,45.0,0.153846,0.538462,0.153846,0.538462,0.230769,9.963,#E1C9DF|#E2CAE0|#E1C9E0|#761473|#B294B1|#944492|#E1CAE0|#C8B1C6,0.461538,0.230769,0.769231,CMBX10|CMBX5|CMBX6|CMBX7|CMBX9|CMEX10|CMEX9|CMMI10|CMMI5|CMMI6|CMMI7|CMMI9|CMMIB10|CMR10|CMR5|CMR6|CMR7|CMR9|CMSY10|CMSY5|CMSY6|CMSY7|CMSY9|F397|HelveticaNeue|HelveticaNeue-Medium|MSBM10|MSBM7|NimbusMonL-Bold|NimbusMonL-Regu|NimbusMonL-ReguObli|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|SFRM0700
iclr-2026-a3ff676bae31,ICLR,oral,replication_200,9,11,20,20,1.0,80.15,80.5,0.5,0.5,0.05,0.3,0.0,8.715,#FFF2CC|#FF0000|#FF605F|#DEEBF7|#CFB2FA|#A46DC9|#B4CEC7|#45AB6A,0.6,0.15,0.85,CMBX10|CMMI10|CMMI5|CMMI7|CMMIB10|CMR10|CMR7|CMSY10|CMSY7|Calibri|Calibri-Light|CambriaMath|ComicSansMS|ComicSansMS-Bold|DFWaWaSC-W5|FdSymbolA-Book|FdSymbolB-Book|FdSymbolC-Book|FdSymbolE-Book|FdSymbolF-Book|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-MediItal|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|TimesNewRomanPS-BoldMT|TimesNewRomanPSMT
iclr-2026-a52a988a4775,ICLR,oral,foundation_200,12,5,17,17,1.0,20.294,19.0,0.0,0.588235,0.0,0.058824,0.0,4.554,#808000|#BA2363|#337C3E|#3919BF|#6BAB63|#F0BFC9|#BBD0B5|#B0AB8E,0.705882,0.058824,0.941176,CMBX10|CMBX6|CMBX7|CMBX9|CMEX10|CMEX7|CMEX9|CMMI10|CMMI5|CMMI6|CMMI7|CMMI9|CMR10|CMR5|CMR6|CMR7|CMR9|CMSY10|CMSY5|CMSY6|CMSY7|CMSY9|DejaVuSans|DejaVuSans-Bold|DejaVuSans-Oblique|LMRoman9-Regular|MSAM10|MSBM10|MSBM7|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|TimesNewRomanPS-BoldMT
iclr-2026-a58db1cc65db,ICLR,oral,replication_200,13,13,26,26,1.0,37.308,27.5,0.115385,0.576923,0.153846,0.346154,0.0,9.963,#471D6F|#462978|#384E83|#36867E|#471769|#471264|#3D3779|#460D60,0.5,0.269231,0.730769,CMBX10|CMEX10|CMMI10|CMMI5|CMMI7|CMMI9|CMR10|CMR5|CMR7|CMR9|CMSY10|CMSY5|CMSY7|CMSY9|Calibri|DejaVuSans|MSBM10|MSBM7|NimbusMonL-Regu|NimbusMonL-ReguObli|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|Ubuntu
iclr-2026-a60437a1dcad,ICLR,oral,foundation_200,14,12,26,26,1.0,48.192,39.0,0.0,0.692308,0.153846,0.346154,0.0,8.883,#377EB8|#DBF0FF|#F7DBFF|#C3D8E9|#08306B|#F7EBFF|#CFDEEC|#3E82BA,0.538462,0.038462,0.846154,ArialMT|Avenir-Book|Avenir-Light|Avenir-Medium|Barlow-Regular|CMBX10|CMEX10|CMMI10|CMMI5|CMMI6|CMMI7|CMMI9|CMMIB10|CMMIB7|CMR10|CMR5|CMR6|CMR7|CMSY10|CMSY5|CMSY6|CMSY7|CMSY9|DejaVuSans|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|TimesNewRomanPS-ItalicMT|TimesNewRomanPSMT
iclr-2026-a6ddc629568b,ICLR,outstanding,foundation_200,10,10,20,20,1.0,45.05,37.0,0.0,0.45,0.25,0.15,0.0,9.963,#FFF2CC|#FFD966|#C9DAF8|#0101FF|#8787FF|#FFEDBA|#E7EEFB|#FEF5DC,0.6,0.0,0.95,CMBX10|CMEX10|CMMI10|CMMI7|CMMI9|CMR10|CMR7|CMSY10|CMSY5|CMSY6|CMSY7|DejaVuSans|DejaVuSans-Bold|FiraMono-Regular|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|SFTT0900|font000000002dbc700f|font000000002dcc894b|font000000002dcc948c|font000000002ddb17f6|font000000002e820eef|font000000002e821233|font000000002e8353a2|font000000002f4fae04
iclr-2026-a8e7c788acec,ICLR,oral,replication_200,7,9,16,16,1.0,32.562,17.5,0.0,0.4375,0.0625,0.125,0.125,9.963,#57B1A9|#6387BB|#A3C7D2|#D1E8E8|#BDD3E0|#FFF2CC|#E9F5DC|#F6C6AD,0.4375,0.3125,0.5625,AppleColorEmoji|Arial-BoldMT|CMEX10|CMMI10|CMMI5|CMMI7|CMMIB10|CMR10|CMR5|CMR7|CMSY10|CMSY5|CMSY6|CMSY7|DejaVuSans|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-MediItal|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|SFRB1000|TimesNewRomanPS-BoldMT|TimesNewRomanPSMT
iclr-2026-a9967117d305,ICLR,oral,replication_200,5,17,22,22,1.0,39.818,42.0,0.0,0.636364,0.363636,0.5,0.0,6.918,#D9FFD9|#BEE0BE|#9EBA9E|#CBEFCB|#718571|#B0CFB0|#C0E2C0|#5E6F5E,0.681818,0.181818,0.818182,CMEX10|CMMI10|CMMI5|CMMI6|CMMI7|CMMI9|CMR10|CMR6|CMR7|CMR9|CMSY10|CMSY6|CMSY7|CMSY9|DejaVuSans|DejaVuSans-Oblique|LiberationSans|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-MediItal|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|STIXNonUnicode-Italic
iclr-2026-aa041113be40,ICLR,oral,replication_200,9,9,18,18,1.0,36.5,18.5,0.0,0.722222,0.166667,0.111111,0.0,9.963,#F8E5E8|#E6ECF7|#72D88A|#E97C79|#A2D1FD|#72D98B|#F2AC7F|#F4D2D8,0.444444,0.277778,0.722222,CMSY10|CMSY6|CMSY7|FontAwesome5Free-Solid|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-MediItal|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal
iclr-2026-ab553a040c74,ICLR,oral,replication_200,11,2,13,13,1.0,51.769,53.0,0.0,0.538462,0.153846,0.307692,0.076923,8.966,#E6E6FF|#FFCCCC|#CCCCFF|#594E59|#847584|#DDD1F3|#E6B8B8|#BAB7E3,0.615385,0.076923,0.923077,NewPXMI|NewTXBMI|NewTXBMI7|NewTXMI|NewTXMI5|NewTXMI7|NimbusSanL-Bold|TeXGyrePagellaX-Regular|TeXGyreTermesX-Bold|TeXGyreTermesX-Italic|TeXGyreTermesX-Regular|pxsys|t1xtt|txbmiaX|txexs|txmiaX|txsym|txsys
iclr-2026-ac7703f2b4ec,ICLR,oral,foundation_200,9,66,75,73,0.973333,50.918,53.0,0.726027,0.616438,0.09589,0.69863,0.013699,7.21,#7F46AA|#60AFAF|#7E45A9|#7E44A9|#7D43A9|#5EAEAE|#63B1B1|#61B0B0,0.52,0.493333,0.386667,Aptos-Bold|Arial-BoldMT|CMBX10|CMEX10|CMMI10|CMMI5|CMMI7|CMMIB10|CMR10|CMR7|CMSY10|CMSY7|Calibri|Calibri-Bold|Calibri-BoldItalic|Calibri-Italic|CambriaMath|F233|LatinModernMath-Regular|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Med|NimbusRomNo9L-Medi|NimbusRomNo9L-MediItal|NimbusRomNo9L-Reg|NimbusRomNo9L-RegIta|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|SegoeUISymbol|StandardSymL_Slant_167|bbding
iclr-2026-af6a7ff26bd9,ICLR,oral,replication_200,15,15,30,30,1.0,21.733,12.0,0.0,0.466667,0.066667,0.266667,0.133333,8.966,#3171A6|#709BBF|#E2EBF2|#729DBF|#E8F1F9|#6B97BC|#C8DFD9|#7E7785,0.4,0.4,0.533333,CMBX10|CMBX6|CMBX7|CMBX9|CMEX10|CMEX9|CMMI10|CMMI5|CMMI6|CMMI7|CMMI9|CMR10|CMR5|CMR6|CMR7|CMR9|CMSY10|CMSY6|CMSY7|CMSY9|Calibri|Calibri-Bold|CambriaMath|DengXian-Bold|DengXian-Regular|MSBM10|MicrosoftYaHei|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|SFRM1000|SegoePrint-Bold|TimesNewRomanPS-BoldMT|TimesNewRomanPSMT
iclr-2026-b001d2f886cf,ICLR,oral,replication_200,21,18,39,39,1.0,21.231,10.0,0.0,0.435897,0.051282,0.128205,0.0,9.963,#E5ECF6|#081D58|#FBFDD0|#FFFFD9|#4491CD|#8DB9E2|#FA9C70|#F7BB9F,0.564103,0.589744,0.410256,"Aptos|Aptos,Bold|ArialMT|CMBX10|CMEX10|CMEX7|CMEX9|CMMI10|CMMI5|CMMI6|CMMI7|CMMI9|CMMIB10|CMMIB5|CMMIB6|CMMIB7|CMMIB9|CMR10|CMR5|CMR7|CMR9|CMSY10|CMSY5|CMSY6|CMSY7|CMSY9|CambriaMath|Chalkboard|Chalkboard-Bold|DejaVuSans|DejaVuSans-Bold|MSAM10|MSBM10|MSBM7|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-MediItal|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|Open|SFRM0900|SegoeUI|SegoeUI-Bold|TimesNewRomanPS-BoldItalicMT|TimesNewRomanPS-BoldMT|TimesNewRomanPSMT"
iclr-2026-b22813abf7f0,ICLR,oral,foundation_200,10,11,21,21,1.0,30.571,23.0,0.0,0.380952,0.190476,0.238095,0.0,8.966,#59885F|#EECFE4|#0101CC|#6464E0|#5B8961|#5A8860|#EBDDF6|#B27665,0.666667,0.380952,0.619048,Arial-BoldMT|ArialMT|CMBX10|CMBX7|CMEX10|CMMI10|CMMI5|CMMI7|CMR10|CMR5|CMR6|CMR7|CMSY10|CMSY5|CMSY6|CMSY7|CMSY9|Calibri|CanelaDeck-Bold|CanelaDeck-Regular|DejaVuSans|HelveticaNeue|HelveticaNeue-Bold|HelveticaNeue-Medium|MSBM10|NimbusMonL-Bold|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|STIXGeneral-Bold|STIXGeneral-Italic|STIXGeneral-Regular
iclr-2026-b7a66e10bf69,ICLR,oral,replication_200,6,6,12,12,1.0,54.167,48.0,0.25,0.75,0.166667,0.833333,0.166667,8.348,#D3F8D3|#CFEBFD|#5E6C6C|#81B1EC|#6A94EF|#B750D9|#9895EF|#B1D6AA,1.0,0.25,0.75,ArialMT|CMBX10|CMBX7|CMMI10|CMMI7|CMMI9|CMR10|CMR5|CMR7|CMR9|CMSY10|CMSY6|CMSY7|CMSY9|MSAM10|MSBM10|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|Times-Roman
iclr-2026-b879ca6dd1a4,ICLR,oral,foundation_200,11,2,13,13,1.0,49.769,43.0,1.0,0.384615,0.384615,0.769231,0.0,9.963,#9B5C64|#9B5C62|#B98C8C|#394346|#9FBFC8|#5B7528|#987041|#C9A67D,0.846154,0.0,1.0,CMBX10|CMEX10|CMMI10|CMMI5|CMMI7|CMR10|CMR5|CMR7|CMSS8|CMSY10|CMSY5|CMSY6|CMSY7|CambriaMath|KristenITC-Regular|MSAM10|MSBM10|MSBM7|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal
iclr-2026-b93abeea95e9,ICLR,oral,replication_200,19,7,26,26,1.0,43.654,37.5,0.0,0.461538,0.230769,0.192308,0.115385,9.963,#A5D8FF|#228BE6|#71C7AB|#E7F5FF|#CCCCFF|#E7A274|#EA4335|#B8E3D5,0.730769,0.115385,0.846154,CMEX10|CMMI10|CMMI7|CMR10|CMR7|CMSY10|CMSY7|DejaVuSans|F68|Menlo-Bold|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|Optimistic-Bold|Optimistic-Regular|Optimistic-RegularIt|OptimisticText-Bold|OptimisticText-Light
iclr-2026-bdf44f310e82,ICLR,oral,replication_200,13,6,19,19,1.0,32.895,22.0,0.0,0.526316,0.157895,0.105263,0.105263,9.963,#CCCCFF|#A5D7EA|#618BBC|#99C6E1|#AED0E5|#C8DEED|#6DA3CE|#80B4D7,0.631579,0.263158,0.736842,CMBX10|CMEX10|CMEX7|CMMI10|CMMI5|CMMI6|CMMI7|CMMI9|CMR10|CMR5|CMR6|CMR7|CMR9|CMSY10|CMSY6|CMSY7|CMSY9|Dingbats|MSBM10|MSBM7|NimbusMonL-Bold|NimbusMonL-Regu|NimbusMonL-ReguObli|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal
iclr-2026-be5b1d259689,ICLR,oral,replication_200,10,14,24,23,0.958333,45.087,28.0,0.043478,0.652174,0.26087,0.26087,0.130435,8.568,#B3D1E0|#FBE9E7|#FEF4EA|#C66E6A|#F7E9DB|#F6CFB2|#FCE5BD|#BFA39A,0.541667,0.125,0.75,Arial-BoldMT|Arial-ItalicMT|ArialMT|CMBSY10|CMEX10|CMMI10|CMMI12|CMMI7|CMMI9|CMR10|CMR7|CMR9|CMSY10|CMSY5|CMSY7|CMSY9|Calibri|Calibri-Bold|Cavolini|Cavolini-Bold|DejaVuSans|DejaVuSans-Bold|DengXian-Bold|DengXian-Regular|Dingbats|HelveticaNeue-Bold|NimbusMonL-Bold|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|font000000002e8449dc|wasy10
iclr-2026-c4f15a7f203b,ICLR,oral,foundation_200,11,10,21,21,1.0,32.571,14.0,0.0,0.380952,0.0,0.238095,0.047619,9.523,#391D2D|#919F9F|#3F3D43|#6E705B|#B67356|#792F31|#745041|#A45237,0.428571,0.47619,0.428571,CMBX10|CMEX10|CMMI10|CMMI12|CMMI5|CMMI7|CMMIB10|CMMIB7|CMR10|CMR5|CMR7|CMSY10|CMSY5|CMSY7|CMSY9|CambriaMath|MSAM10|MSBM10|MSBM7|NimbusMonL-Regu|NimbusRomNo9L-Medi|NimbusRomNo9L-Regu|NimbusRomNo9L-ReguItal|TimesNewRomanPS-BoldMT|TimesNewRomanPSMT
