paper_id,conference,analysis_stratum,visual_narrative,caption_system,table_header_system,method_result_ablation_link,main_appendix_link,typography_consistency,color_consistency
icml-2026-71db38223110,ICML,spotlight,"Figure 1 defines FacRNN group factorization and sub-connectivity; Figures 2–4 move through synthetic metrics/trajectories/matrices, M1 alignment/decomposition/rotation, and mouse event/capacity/spatial-temporal-network evidence. Figures 5–10 and Table 1 then supply synthetic ground truth, beta choice, alignment details, full latent traces, permutation complexity, full M1 matrices, and real-data beta evidence.","All objects use Figure n./Table 1. prefixes. Multi-panel main captions use (a)/(b)/(c) keys and Figure 2/3 provide the strongest comparison and mechanism narration, while Figures 5/6/8 and Figure 10 omit important scale, uncertainty, or encoding definitions.","The only table uses one header row, three right-aligned metric columns, no grouped headers, and booktabs rules. It names beta, reconstruction log-likelihood, and between-group PC, but omits units, metric direction, and the selected range.","The Figure 1 PC/group mechanism is instantiated in Figures 2–4; Figure 6 and Table 1 test beta choices, Figure 7 exposes matching, Figure 9 tests permutation cost, and Figures 8/10 expand the latent/connectivity results.","Figure 2 points to Figure 8 for all latent dimensions, Figure 3 and the p.16 text point to Figure 10 for full matrices, and short Appendix A.3 pointers lead to Figures 5–9 and Table 1 for data generation, ablation, alignment, and search-cost detail.","Figure internals predominantly use DejaVu Sans/Helvetica with KaTeX or Computer Modern math, while Table 1 follows Nimbus Roman/Computer Modern body text. This is locally coherent but lacks a single font-size/weight contract across imported vector, Type3, and raster objects.",Figures 2 and 8 share a method palette; Figure 3 reuses C0–C7 for movement direction; Figures 4 and 10 use red/blue for signed activity/connectivity; Figure 4 also uses purple/red for sweeps. Color semantics are therefore panel-local rather than globally stable.
icml-2026-73ef6e227632,ICML,spotlight,Figure 1 以 sigmoid 程序和随机查询建立方法直觉，正文定义与 Algorithm 1/2 接着形式化；Figure 5 在附录给出 V-BITWEEN pipeline；Figure 2 与 Table 1 汇总跨类别/方法表现，Figure 3 展示工具机制，Table 2 展示 novel queries，Figure 4 展示 runtime/token 成本，Table 7 与 Tables 16–21 扩展到 algebraic structures 和完整公式目录。,Figure/Table N. 统一句首标签与 sentence-case 描述；Figure 2–4 caption 解释 panel/边界/成本编码，Table 1/7 与 Tables 8–19 反复定义 RSR/verified|unverified、coverage、time，Table 21 额外定义 notation。Figure 5 caption 只有标题，部分 caption 未定义 RSR，导致脱离正文的自包含性不均。,Aggregate 表以 method-family 分组、results/coverage/time 三行组织；详细表以 stub（#、name）加两级 method/model header 和 results/time/tokens 子列组织；Table 20/21 复用 Function/Discovered RSR Properties 两列并跨页重复 header。分组与成本列方向清楚，但 row-level 横线很少、跨页公式目录检索成本高。,V-BITWEEN backend（PySR/GPLearn/MILP/LR）是方法实现对照；N-RESEARCH 与 A-BITWEEN 的工具调用/LLM 条件是系统级机制对照。Figure 3 记录工具使用，Figure 4 记录其成本，Table 2 记录 novel query；这些是行为/条件比较而非严格删除组件的 causal ablation，表述应保持该边界。,主文 Figure 2–4、Table 1–2 的聚合和机制结论由附录 Tables 3–19 的配置/逐 benchmark 数值、Table 20/21 的公式目录以及 Figure 5 的实现管线展开；Table 7 和 Tables 16–19/21 专门闭合 algebraic extension。,表格字体对象稳定为 NimbusRomNo9L/Computer Modern math，Figure 1/5 的程序和 diagram 标签引入 DejaVu Sans/monospace；热图栅格标签也使用 DejaVu Sans。字号在页宽复合图和长表中压缩到约 6–9 pt，风格连贯但放大阅读仍必要。,Figures 2–4 共享蓝色连续量级语义，Table 1/7 以浅蓝高亮最佳 aggregate cell；Figure 1/5 用蓝/青流程和洋红强调验证/公式。heatmap 颜色对灰度不完全安全，Figure 1/5 的颜色具有形状、框线和箭头冗余；公开 plot script 的 Oranges 与 PDF 蓝色需视为 source mismatch。
icml-2026-7531b7c768a9,ICML,spotlight,"Figure 1 gives N/D/G contour intuition; Figures 2–3 remove format and learning-rate confounders; Figures 4–6 establish slices, unified fit, and additive components; Figures 7–9 expand component sensitivity into ratio, FC2 outlier, and 8-bit intervention evidence; Table 2 closes the main comparison. Appendix Figures 10–16 and Tables 3–4 provide baseline, precision transfer, quantizer, architecture, EPM, and D-term checks.","Captions use a consistent Figure/Table number plus sentence-case English description, with bold ByteSans object labels. Composite trend figures often put panel findings in separate headers; fit metrics are placed in plot titles rather than captions. Captions rarely state sample counts or uncertainty, and Figure 16 is physically truncated.","The four tables use distinct but coherent decision layouts: symmetric Type/Constant/Value blocks, variable-coverage comparison, model-size columns, and precision-by-ablation. All use minimal/booktabs-like horizontal rules without vertical grids or uncertainty columns.","Figure 1 and Figure 15 provide law/interface and architecture anchors; Figures 2–4 establish experimental choices and directional trends; Figures 5–8 fit and decompose the law; Figure 9, Figure 14, and Table 4 localize and ablate bottlenecks; Figure 16 translates the law into an efficiency decision surface.","The body points to Appendix C for Chinchilla fitting, Appendix E for quantizer and precision-transfer details, Appendix F for architecture/settings, Appendix G for contour derivation, and Appendix H/I for EPM and D-term analysis. The appendix objects extend rather than replace the Figure 1–9 evidence chain.","SFRM/Computer Modern math carries captions, equations, and tables; DejaVu Sans carries plot axes and legends; ByteSans-Bold emphasizes Figure/Table labels. Small plot text is approximately 6–10 pt, while the architecture diagram uses heavier sans-serif box labels.","Tab10 categorical colors and markers recur across Figures 2, 4, 5, 6, 7, 11–14; magma-like sequential contours are reserved for Figures 1, 8, and 16; Figure 9 uses hatch and Figure 15 uses semantic fills. Baseline color changes in Figure 14 and the absence of a global grayscale/colorblind rule are consistency weaknesses."
icml-2026-8b22afb8c5ae,ICML,spotlight,Figure 1 用 q/time span profiles 暴露信号—谱对齐机制；Figure 2 将其连接到 depth、ESD 与 oracle-PC error；Appendix Figure 3/4 分别扩展到 fixed-design PCR 与 RKHS bounds；Figure 5 给出 evolving learned-kernel 的 pathwise illustration。,五个 caption 都以 italic Figure n. 起头。Figure 1/2/4/5 的标题正文为 regular，Figure 3 的比较标题使用 medium/bold；Figure 1 给固定参数，Figure 2–4 给 replication/SE，Figure 5 只有主题标题。,PDF 没有任何表格，因此没有可比较的指标表头、单位、模型/任务分组、成本列、失败值或 best/second-best 规则。,q 和 D 是 alignment/depth sensitivity 对照，不是 component-removal ablation。Figure 1/2 是主文机制与结果，Figure 3/4 是跨模型 risk/bound 验证，Figure 5 是 learned-kernel pathwise 证据；论文没有组件替换或成本基准表。,主文 Figure 1–2 由 §5–§6 的 OP-GF 条件、ESD 定义和实验段落调用；Appendix B.4/C.4/D.2 的 Figure 3/4/5 分别扩展 fixed-design、RKHS 和 pathwise learned-kernel 语境。附录 E–I 补充证明和边界，但没有追加图表。,图内 plot text 统一为 DejaVu Sans，数学变量使用 italic；caption/body 统一为 Nimbus Roman/Computer Modern 风格。Figure 4 的大字号适应单图缩放，但跨图字号并不完全一致。,蓝/橙/绿在图间复用，通常表达 ESD、risk 或 bound；Figure 1 的蓝/橙/绿/粉/黄改为表达 t。Figure 3/4 以线型提供冗余，Figure 5 以 marker 和轴色提供冗余。
icml-2026-8d39ec884840,ICML,spotlight,Figure 1 先提出同分不等于同能力，Figure 2 把 PIPE 的接口重写与小/大 Delta 判别规则画成方法主线；Tables 1–2 给出 AgentBenchPlus/AgentGymPlus 的跨环境性能，Figure 3 与 Tables 5/6/9 把失败变成旧 action 调用证据，Tables 3/4 把偏好定义为 IR，Figure 4 与 Appendix Figure 5 把 performance/IR 接回训练 epoch。Tables 7/8、21–25/26–28 和 10/18–20 提供环境、mapping、prompt 与规模的复现底座，Tables 11–17 约束聚合与 alpha 敏感性。,Figure/Table 编号后接句号和描述性标题；caption 大多说明设置、环境和比较对象，几乎不把数值主发现写进标题。Table 3/4 定义缩写，Table 11 明确公式、alpha 和舍入，Figure 5 逐项说明四面板；其余模型条件、分母和统计口径常留在正文。所有 caption 均非粗体 headline 标题。,主结果表使用环境/模型的两层分组表头，数据行按 Origin/Perturb 1/Perturb 2/Delta 或 Untrained/Trained 分组；IR 表用 agent×environment 单层列头和 italic row group；mapping/prompt 表用 Original–Perturb 1–Perturb 2 或 Setting–Prompt 两列；统计表用 Environment、count、rounds、functions 四列。规则以部分网格/稀疏横线为主。,Figure 2 的“只改 interface”构造 → Tables 1/2 的 performance 与 Delta → Figure 3/Tables 5/6/9 的旧 action failure → Tables 3/4 的 counterbalanced IR → Tables 11–17 的聚合/alpha sensitivity → Figures 4/5 的训练动态。Tables 10、18–23/26–28 暴露 counterbalance、prompt 与 identifier 细节，Tables 7/8/24/25 说明环境和监督规模。,主文 Figure 1/2、Tables 1–4、Figure 3/4 分别在附录 Tables 5/6、7/8、9、10–17、18–28 和 Figure 5 得到 qualitative、dataset、failure、metric、prompt、mapping、statistics 与 epoch 扩展。附录没有新绘图语法，主要重复主文矩阵或把接口条件展开；Table 26–28 是 PDF 中以新编号重印的 mapping duplicate。,表格层面使用 Nimbus Roman/Computer Modern 和粗体/italic 行组保持稳定，提示与 mapping 中 monospace 适合 action token；图层面 Figure 1/2 的 office-style 字体和 Figure 3–5 的不同 plotting fonts 造成明显跨图切换。主文小表字号约 7–8 pt，附录案例/提示表约 8–10 pt，长表在渲染中更密。,Table 1/2 的 Delta 蓝/红、Figure 1/2 的机制角色色、Figure 3 的扰动柱色、Figure 4/5 的条件线色均为局部语义；没有统一的“原始/扰动/训练后”跨对象颜色 token。多数表格黑白且依赖 bold/规则，灰度鲁棒性主要来自表格而非图。
icml-2026-92c2d1498431,ICML,spotlight,论文采用 theorem/proof 叙事而没有 Figure/Table：p. 1–2 从 user-level DP 内存问题和 contribution capping 直觉起步，p. 3–5 定义流模型、occurrency 与主定理，p. 6–8 展开 hard instance、AvoidHeavyHitters、rounding 和协议归约，p. 11–13 完成 concentration、encoding 及 Quantile/MaxSelect extension 证明。,PDF p. 1–13 未出现 Figure/Fig. 或 Table/Tab. caption；没有标题、实验设置、编码键、主发现、不确定性定义或附录指针可审计。,PDF 不含表格或表头，因此不存在行列层级、row group、指标方向/单位、小数精度、best/second-best、高亮、成本或失败值系统。,没有把方法、理论结果或消融外化为视觉对象。§2.3 的四步 hard-instance 构造、§3 的 communication game 与 rounding 通过正文和公式连接到 Theorem 2.1–2.3；论文不含 empirical result、baseline、cost 或 component-removal ablation。,正文 p. 6 的 §3 说明缺失证明移至 appendix；p. 8 的交叉引用调用 A.1/A.2，p. 11–13 的 A.1–A.4 补全相关证明和 extension gadgets。该调用链由文字、公式和内部链接完成，没有 main/appendix visual slice 或配对图表。,全篇可观察到 Nimbus Roman/Computer Modern 风格的双栏正文与数学字体、分级粗体标题和稳定页眉页脚；没有 Figure/Table 对象，无法比较图内字体、图例字号或表头字号。,黑色正文与数学、蓝色引用/内部链接和首页灰色 arXiv 标签在页面间保持导航层级；不存在承担系列、类别、误差或高亮语义的图表颜色。
icml-2026-942a8496990b,ICML,spotlight,"The main text moves from theorem decomposition (Figures 1–2), to representation alignment (Table 1), to location robustness (Figure 3), and finally to the recursive-depth failure boundary (Figure 4). The appendix adds configuration lookup (Table 2), recursion-probability mechanism (Figure 5), seed-level distributions (Figure 6), cosine mechanism slices (Table 3), duration sensitivity (Table 4), and prefix controls (Figure 7).","Figure captions use an italic Figure label, short descriptive title, and setup sentence; table captions are longer and carry metric definitions, durations, datasets, or denominators. Most captions name what is plotted rather than the main finding. Raw-run semantics, boxplot conventions, and highlighting formulas are under-specified.","Tables 1 and 4 share model → pretraining duration → Attention/MLP headers; Table 3 uses semantic sequence row groups and module columns; Table 2 is a flat configuration header. The shared structure is coherent, but percentage-change rows need a common formula note.","The visual set covers theory, representation/mechanism, location and recursion-probability sensitivity, model-depth and pretraining-duration sensitivity, and prefix controls. There is no component-deletion ablation; ablation here means changing experimental factors such as duration, depth, location, or prefix.","The main text explicitly points to Appendix B for CKA, Appendix C for proofs, Appendix D for grammar definitions, and Appendix E for Figures 5–7 and Tables 3–4. The appendix extends rather than replaces the main narrative.","Roman body/caption text and italic labels are stable. Embedded chart labels are smaller sans text, Table 2 is larger than result tables, and Figure 6a's lower raster resolution is a notable outlier.",Blue/pale-blue aggregate/raw encoding recurs in Figures 4 and 7; categorical palettes reset across Figures 1–3 and 5; teal has a stable table-highlighting role in Tables 1 and 4. There is no project-wide semantic color token for subgrammar identity or pretraining.
icml-2026-9ab4cfd38016,ICML,spotlight,Figure 1 建立 passive video→temporal distance→dense reward→RL 的总览，Figure 2 展开训练和消费接口，Figures 3–5 先给顺序指标、行为诊断和表征几何，Figures 6–7 再给同域/跨域 RL 结果，Figure 8 做内部组件消融；Figures 9–20 和 Tables 1–2 提供数据全集、敏感性、竞争方法、外部任务和复现参数。,caption 通常先给对象标题，再给设置或比较；主性能图明确 mean ± s.d. over eight seeds，Figure 4、6、7、13、19 的 caption 还给出编码或主发现。Figure 3、8、14、15、18 等 caption 较短，未完整定义 error bar、series 或颜色。,Table 1 和 Table 2 都是附录单层两列表，参数名在左、取值在右，caption 只命名表格；没有性能、成本、失败和不确定性列，表头服务 reproduction 而非比较。,Figure 2 的 weighted sampling、2-hot、implicit negative、backbone 和 RL reward 接口分别在 Figure 8、12、13、14、17、19 中拆分；Figure 6 是统一主结果，Figure 16 改变 sparse-reward 条件，Figure 20 添加 ManiSkill3 外部任务。,Figure 6/7 的主结论由 Figures 9–11 的任务/视频目录、Figures 12–20 的单因素追加切片以及 Tables 1–2 的 reward/RL 参数扩展；附录对象不改变主文任务顺序和曲线语法。,PDF 模板正文主要用 Nimbus Roman No9 L、Computer Modern 和 Nimbus Mono L；图内 raster 标签多为 DejaVu Sans/Helvetica 类。caption 与表格字体稳定，图内字号和字形来源不完全一致。,TimeRewarder/Ours 在定量图中大多用暖红，VIP、PROGRESSOR、Rank2Reward 复用绿/紫/棕系对照色；各图仍有局部 palette 变化，颜色常是主要区分手段，灰度冗余不足。
icml-2026-a53de8003ce0,ICML,spotlight,"Figure 1 frames imbalance, low-data efficiency, and qualitative failure; Figure 2 defines the dual-update/diffusion loop; Tables 1–2 establish detector and dataset comparisons; Figures 3–5 supply qualitative and α mechanism evidence; Table 3 separates supervision and optimization ablations; Figures 6–7 test selection efficiency and stability; Tables 4–5 combine pseudo-mask quality with annotation time; Figure 8 closes with mask-level baseline failures.","Captions use Figure/Table numbering followed by a short title. Figure 1–2 enumerate panel duties; Figure 1, 2 use stronger wording about improvements/reliable pseudo-masks, while Figures 3–8 and Tables 1–5 mostly state setup and comparison without interval or seed definitions. Most captions are not independently bold headline sentences.","Tables 1–2 use dataset as the top header and IoU/nIoU/Pd/Fa as the second level; Table 3 uses SIRST3 then metrics; Tables 4–5 use initialization/dataset/time then IoU/time. Direction arrows and two-level metric headers are stable, while pale cell fills carry proposed/best cues without caption definitions.",Figure 2’s α/θ/ω feedback interface feeds Tables 1–2; Figure 3–4 qualitative effects and Table 3 A/B blocks test the mechanism; Figure 5 links α to selection; Figures 6–7 test data efficiency/stability; Tables 4–5 and Figure 8 test pseudo-mask quality and cost.,"There is no appendix or supplementary material. All 8 figures and 5 tables are main-text objects on p.2–8; implementation parameters, extra failures, seed aggregation, and statistical tests are absent rather than moved to an appendix.",PDF table/caption text uses Nimbus Roman No9 L and Computer Modern math objects at roughly 6–7 pt in tables and 9–10 pt in captions; raster figure internals use heterogeneous serif/sans-serif estimates and cannot be recovered as source settings.,"Pale red proposed rows and pale blue comparison cells recur in tables, while figures use red/blue/green/orange method curves and grayscale mask backgrounds. Hue is often the primary method encoding, so grayscale robustness is weaker for Figures 1 and 3–7 than for the tables and Figure 8."
icml-2026-a6577855483d,ICML,spotlight,"Figure 1 defines the ambiguity-set geometry counterexample; Figure 2 moves from learned geometry to convergence and portfolio aggregate improvement; Figure 3 removes the coverage penalty; Figures 4–5 repeat the mechanism-to-effect path for absolute-loss regression. Appendix Tables 1–3 register hyperparameters and synthetic distributions/models, Figures 6–10 extend portfolio dimension and distribution family, Figures 11–13 switch to squared loss, and Figures 14–15 test penalty sensitivity and coverage violations.","Captions use plain Figure n:/Table n: labels without bold conclusion headers. Most figure captions identify panel order, colors, and before/after comparison, but error-bar/bootstrap and boxplot conventions are usually left to nearby prose. Figure 8 combines Gaussian-reference and true-discrete wording; the squared/absolute wording mismatch around Figure 12 is retained as PDF evidence.","Table 1 uses Parameter/Value; Table 2 repeats Dist./Mean/Covariance Matrix in two side-by-side blocks; Table 3 uses Model/Weight (w)/Variance (σ²). All are single-level headers without direction arrows, uncertainty columns, or result highlighting.",Figure 1 is the method interface; Figure 2 and Figure 4 expose geometry and decision effects; Figure 3 directly ablates the coverage penalty in Eq. (13); Figures 5/7/12/13 aggregate objective effects; Figures 14/15 return to penalty robustness and constraint behavior. Algorithms 1–2 provide execution interfaces and Tables 1–3 provide the reproducibility registries.,"The main text calls Appendix A.2.2/A.3.1 for conic reformulations, E.1/E.2 for distribution/model generation, and F.2/F.3 for empirical-reference and squared-loss extensions. The appendix supplies stabilized Algorithm 2, registries, extra distribution families, loss variants, and sensitivity analysis while the main text retains the core geometry, results, and limitation.","Nimbus Roman No9 L and Computer Modern recur in captions, axes, tables, and equations; Figure 1 and all plot panels are vector, avoiding a raster-font discontinuity. Estimated internal plot sizes are approximately 6.5–10.5 pt, with captions near 9.963 pt.","Purple/orange cost and blue/red worst-case/true tokens recur from Figures 1–15, with gray for neutral/no-penalty controls. Figure 15 introduces a local sequential scale and Figure 4/6/11 use red density gradients; these local encodings are coherent but not a single global color scale."
icml-2026-cca969cd8cab,ICML,spotlight,"Figure 1 makes the what/where method interface visible; Tables 1–3 move from the diagnostic task to music and genome; Table 4 adds scale, Table 5 adds component ablation, and Table 6 adds downstream tasks. Figure 2 then tests length extrapolation, Figure 3 gives the 124M frequency diagnostic, and Appendix Figures 4–7 extend frequency and learned-bias observations to larger models.","Captions use italic Figure/Table labels and regular serif text. Figure 1 and Figure 2 define setup and encoding most fully; result tables generally leave the finding to body prose. Table 5 has an explicit 124M-versus-253M scope conflict, Figure 3 combines 124M panel captions with a 253M final sentence, and Figures 6–7 omit key δ bounds and axis details.","Tables 1–5 and 9 use positional encoding as rows with a dataset/scale metric column; Table 6 adds model-size row groups, six task columns, an Avg column, and ↑ direction arrows. Tables 7–8 use hyperparameter-by-dataset matrices, with slash-separated OpenWebText triples for scale-specific settings.",Eq. (2)/(5) and Figure 1 define the phase-interaction versus magnitude interface; Table 1 and Table 9 test it on Indirect Indexing; Tables 2–4 and 6 test transfer/scale; Table 5 isolates softplus and δ. Figures 3–7 are descriptive representation diagnostics rather than component interventions.,"Main Figures 1–3 and Tables 1–6 carry the method, paired results, ablation, downstream, extrapolation, and 124M frequency story. Appendix Tables 7–9 provide reproduction settings and extra baselines; Figures 4–5 extend frequency analysis to 253M and Figures 6–7 visualize learned δ. The body explicitly points to Sections B/C and Table 4 but does not individually call Figures 4–7.","Nimbus Roman/Computer Modern and partial-grid rules are stable for tables/captions, while Figure 1 uses embedded sans/math vector fonts and Figures 2–7 use raster plot typography. Heatmap source settings are shared for Figures 3–5; learned-bias font/source properties remain rendered estimates.","Color is local rather than global: Figure 2 maps hues to methods, Figures 3–5 map viridis brightness to norm/magnitude, and Figures 6–7 map blue intensity to negative δ. Tables use bold and rules, not color. Figure 2 has line-style redundancy; heatmaps have monotone luminance but independent scales; Figure 1 remains partly color-dependent."
icml-2026-cd054c2b1c0a,ICML,spotlight,"Figure 1 gives the S²/Riemannian capability headline; Figure 2 explains source-conditioned denoising versus flow-matching conditioning; Table 1 supplies the synthetic benchmark comparison; Figure 3, Figure 4, and Table 2 pair peptide mode/joint-density views with an NFE sweep; Table 3 extends the claim to large-scale conformer generation and low-NFE efficiency; Figure 5 adds an appendix distance/energy diagnostic.","Every object uses an italic Figure/Table label followed by Roman prose. Table captions are more self-contained, defining metrics, directions, shading, missingness, and uncertainty; Figure 2 is the most complete figure caption, while Figures 3–5 defer method, scale, units, and color semantics to the body or appendix.","Main result tables use hierarchical dataset/metric headers with ↑/↓ direction markers; Table 3 expands this to dataset×recall/precision×coverage/AMR. Appendix tables use Hyperparameter×task columns and italic row groups for Model, Base SDE, Replay buffer, and Training.",Figure 2 directly externalizes Equations (13)–(16) and the conditioning mechanism. Table 1 binds synthetic baselines to Appendix A metrics; Table 2 is an NFE robustness/efficiency sensitivity; Table 3 binds amortized results to NFE cost discussion. There is no independent component-deletion ablation object; Tables 4–5 are reproduction matrices.,"Table 1 points to Appendix A.4, Table 2 and Figure 4 to Appendix B/C definitions, Table 3 to Appendix C, and the body points to Section B for Figure 5. Tables 4–5 supply synthetic and peptide settings; Appendices D–E contain target-law comparisons and proofs without additional figures or tables.","Serif body/caption typography and embedded Nimbus Roman/Computer Modern table text remain stable across main and appendix objects. Figure interiors switch among raster serif/math, DejaVu Sans/mathtext, and small panel labels, so cross-object readability depends on rendering rather than a single plotting style.","Light/dark cream best/second shading is the clearest cross-object convention across Tables 1–3. Figures 1–2 share a related density palette, but Figure 3 mode colors, Figure 4 viridis, and Figure 5 method colors are independent and cannot track a method across plots."
icml-2026-cdec10979815,ICML,spotlight,Table 1 与 Figures 1–2 先定义 benchmark taxonomy、memory 角色和训练/测试接口；Figure 3–4 给出 off-policy headline 与成本；Tables 10–16 展开 normalized/raw/feedback evidence；Figures 5–14、Tables 17–22 补充 dynamics、failure、action/noise/backbone robustness；Table 23 用单案例收束 qualitative evidence。,Caption 均以 Figure/Table 编号和描述性标题开头；方法与设置通常有 setup/encoding key，少数 caption 直接给 main finding（T7、F11、F12），统计不确定性只在 T13/T14 明确 ± SD。F14 沿用 F13 caption，造成横轴变量错配。,结果表反复使用 LLMsys 行、domain/task 多级列头、dataset/metric 原生指标列和 With/Without 差值列；T20 的 domain × action × Average/Z 层级最完整，T12–14 以 domain/dataset 分组保留原始指标语义。,Figure 2 的 Task Provider/User Simulator/LLMsys/Monitor 接口连接到 Figure 3–4 headline；T16–18 显式比较 feedback，有 T20–22 的 action/noise/backbone 机制切片，动态轨迹和失败图补充过程证据。,主文 Figure 3 的 aggregate 与 Figure 4 的 timing 分别由 Tables 10–15、19 复现/展开；Figure 2 的 simulator 与 feedback 由 Tables 4–7、16–18、20–22 验证；Table 23 提供主张级 qualitative trace。,PDF 嵌入字体确认正文 NimbusRomNo9L/数学字体与图表 DejaVuSans、Arial/TimesNewRoman 混用；字号在密集附录表和小面板内明显收缩，caption 与主文主体较稳定。,蓝色常表示主轨迹或 Memory Time，橙色表示 Predict Time，绿色/蓝色/橙色角色色在 Figure 2 稳定；八方法颜色和四方法鲁棒性颜色在不同对象间并非同一映射，需依赖图例或面板标题。
icml-2026-da310238c4b0,ICML,spotlight,Figure 1 先给出 post-training alignment 的 headline 流程、性能/安全预览与 GPU Assembly 案例；Figure 2 把 reverse-KL projection、implicit safety teacher、dense supervision、curriculum 组成方法接口，Figure 3 给出 uncontrolled OOD collapse 的机制对照，Algorithm 1 落到 rollout/update 顺序。Tables 1–3 与 Figure 4/8 承担 simulation 与 real-world 主比较，Figures 6–7 和 Table 4 处理 operating-point ablation；Appendix Figures 9–15、Tables 5–14 再补硬件、任务约束、配置、失败、鲁棒性、低数据和 latency。,caption 采用 Figure/Table N. 标题 后接设置与结论的 conference 句式；主结果 Figure 1/5/8、Figure 11/14/15 给出部分主发现，方法/消融和配置 caption 更短。大多数 caption 没有写 trial denominator、seed、误差表示或颜色/marker 完整 key；Figure 11 与 Figure 15 对 dashed base/reference 的定义相对完整。,结果表普遍以 Method/Model 为行、task 为一级列组、Succ./Safe 为二级列，百分比保留整数；Table 5/10 用 Task×constraint checkmark matrix，配置表使用 Parameter/Value，Table 7/8 通过 row-group 标记训练阶段与学习范式。Table 14 的 ms/action chunk 单位只在 caption 给出。,Eq. (7)–(15) 与 Figure 2/3 解释约束投影、隐式教师和 curriculum；Tables 1–3、Figure 4/8 把机制映射到 Success/Safe 与 real-world progress，Figures 6/7、Table 4 检查 λ、tc、rollout/UTD operating range，Figure 13 记录无 curriculum/on-policy collapse，Figure 14 展开效率过程。,正文 p.1–9 保留 Figure 1–8、Algorithm 1、Tables 1–4；Appendix A–E p.15–37 提供 proofs、cost definitions、task/hardware rubrics、Tables 5–12 配置、Table 13 inference-time baseline、Figure 11/12/13/14/15 与 Table 14 的边界证据。PDF 的 p.9 与 references、p.21/22/32 section transition 页面均逐页检查，未发现额外 Figure/Table。,正文/表格 serif 与数学字体稳定，图内 plot labels 在 DejaVu Sans、Times New Roman、Type3 子系统之间切换；表头与 +PACT/Ours 粗体形成稳定层级，qualitative/task cards 使用更小的独立 label 尺寸。,珊瑚/红色经常代表 PACT/Ours 或 aligned，但曲线的 baseline colors 在 Figure 4/6/7/14 间未保持固定；Base/Aligned 在 qualitative figures 依赖红/绿或直接行标签，表格主要依赖浅蓝 cell fill。marker、legend、direct label 对颜色提供部分冗余，灰度安全性仍有限。
icml-2026-ed7dc4e0461b,ICML,spotlight,Figure 1 建立抽取—扰动—专家—judge 接口，Figure 3 展示题面证据；Figure 2/Table 1 给 headline 与十模型主结果，Table 2/Figure 4 切分 difficulty 与 task type；Figures 5–8 展开 self/agentic 使用和 mitigation；附录 Figure 9、Table 3、Figures 10–11、Tables 4–5 补充类别、judge 验证、confidence 诊断、数据来源和训练参数。,所有对象使用 Figure/Table n: 格式，figure caption 置于图下、table caption 置于表上；只有 Figures 10/11 解释多行 grammar，其余多数是短标题，均无粗体 headline。主结果数值主要由图内标签而非 caption 承载，脱离正文后普遍不完全自洽。,所有表是一层显式列头；Table 1 用 (↓)/(↑)，Table 2 用 All/Solved/Unsolved，Table 3 用 pass@1/maj@5/Cost，Table 4 用 Competition/Description/Problems/Source，Table 5 用 Hyperparameter/Value；只有 Table 4 使用两条 benchmark 子集分组行。,Figure 1/3 是 method interface 与 qualitative dataset evidence；Figure 2/Table 1 是 headline/main comparison；Table 2/Figure 4 是 mechanism slices；Figures 5/6 是 alternative usage，Figures 7/8 是 mitigation ablations；Appendix Figure 9 与 Table 3 验证 judge，Figures 10/11 验证 confidence mechanism。,正文解释 Figures 5–8 并指向 Appendix D prompts，引用 Appendix A.2/A.3 的 category/confidence breakdown；Table 4/5 由正文 benchmark/training 段落调用。附录承担复现与机制扩展，但 caption 没有统一 appendix pointer。,正文、caption 和表格的 Nimbus Roman No9 L/Computer Modern 稳定；plot 内 DejaVu Sans 稳定，但多列附录图将字号压缩到约 3.4–6.5 pt，成为主要可读性瓶颈。,红色主系列与蓝/粉 intervention 在结果图间复用，Figure 10/11 的蓝 Non-Sycophant、红 Sycophant 和灰 diagonal 语义一致；Figure 1/3 的 pastel 概念色与 Figure 9 的绿色类别色是独立子系统，logo 品牌色进一步打破单一全局语义。
